item_name,latest_price,lifetime_price_%_change,30d_price_%_change,lifetime_volume,30d_volume_metric,lifetime_market_cap,30d_market_cap,lifetime_average_price,last_30d_average_price
Copenhagen 2024 Overpass Souvenir Package,2.0,-2.0,5.48,32284,7429,71349.0,14485.0,1.93,1.86
AK-47 | Head Shot (Well-Worn),6.2,-93.0,5.47,75767,4806,1032095.0,27958.0,11.38,5.88
AWP | Atheris (Minimal Wear),5.6,-86.0,5.47,844458,5803,4160798.0,31677.0,5.17,5.5
Cmdr. Mae 'Dead Cold' Jamison | SWAT,11.4,99.0,5.46,222013,2574,1048371.0,29825.0,7.23,11.8
StatTrak™ USP-S | Ticket to Hell (Factory New),5.5,-94.0,5.45,41516,1188,406849.0,6431.0,9.39,5.42
AK-47 | Elite Build (Well-Worn),1.0,-81.0,5.45,5112188,15485,3503668.0,16031.0,0.88,1.04
M4A4 | Neo-Noir (Well-Worn),5.2,-91.0,5.44,242132,2103,1492048.0,10360.0,9.06,4.98
StatTrak™ USP-S | Cyrex (Field-Tested),2.5,-86.0,5.44,273426,1509,1034310.0,3809.0,3.74,2.55
AWP | Neo-Noir (Factory New),30.2,-83.0,5.39,148617,1635,5390120.0,49743.0,36.98,30.73
M4A4 | Etch Lord (Field-Tested),0.9,-77.0,5.34,127943,11906,151919.0,10852.0,0.98,0.91
"Music Kit | bbno$, u mad!",3.3,-46.0,5.33,244098,3743,843196.0,11500.0,3.25,3.09
AWP | Pit Viper (Minimal Wear),0.5,-99.0,5.32,2596571,18095,2759406.0,9408.0,1.14,0.52
StatTrak™ AK-47 | Elite Build (Battle-Scarred),3.1,-76.0,5.31,563373,1440,1456720.0,4306.0,2.98,2.98
AWP | Atheris (Battle-Scarred),2.2,-85.0,5.29,681297,4054,1230113.0,8905.0,1.94,2.21
M4A4 | Spider Lily (Field-Tested),3.4,16.0,5.29,680378,3619,864974.0,11013.0,2.21,3.07
USP-S | Guardian (Factory New),6.4,12.0,5.2,2494820,1089,2605603.0,7000.0,2.54,6.42
AUG | Momentum (Well-Worn),1.3,-80.0,5.19,176520,1121,259563.0,1442.0,1.42,1.25
XM1014 | Charter (Field-Tested),0.8,1411.0,5.12,707007,5149,70339.0,3986.0,0.35,0.77
Desert Eagle | Naga (Well-Worn),1.3,-63.0,5.09,594172,1707,327809.0,2078.0,0.73,1.22
Glock-18 | Clear Polymer (Factory New),1.0,-90.0,5.07,129898,1117,87384.0,1097.0,0.79,0.99
Sticker | Eternal Fire (Glitter) | Antwerp 2022,0.8,-70.0,5.02,280784,2200,225920.0,1642.0,0.9,0.75
MP9 | Capillary (Factory New),0.6,-53.0,4.97,216772,1136,66842.0,746.0,0.39,0.66
Glock-18 | Water Elemental (Minimal Wear),6.3,-61.0,4.96,1452435,2694,5866218.0,16212.0,4.84,6.09
Galil AR | Chromatic Aberration (Field-Tested),2.0,-92.0,4.96,395255,5752,701268.0,11097.0,1.9,1.95
AK-47 | Elite Build (Factory New),5.3,-77.0,4.92,562357,1226,1627110.0,6324.0,4.04,5.19
AUG | Surveillance (Factory New),0.9,576.0,4.86,270670,1265,47479.0,1087.0,0.4,0.86
Glock-18 | Neo-Noir (Field-Tested),9.6,-43.0,4.78,147539,1487,1272312.0,14189.0,9.03,9.71
Five-SeveN | Monkey Business (Battle-Scarred),1.6,-77.0,4.78,269468,1119,378461.0,1986.0,1.39,1.76
StatTrak™ AK-47 | Slate (Battle-Scarred),8.4,-80.0,4.73,82788,1337,712826.0,11125.0,9.01,8.38
Operation Breakout Weapon Case,6.4,94.0,4.7,94423996,80727,40080739.0,507497.0,2.2,6.28
Sticker | Cluck,0.8,181.0,4.7,160225,1814,73618.0,1402.0,0.52,0.77
M4A4 | 龍王 (Dragon King) (Minimal Wear),11.9,-82.0,4.66,1023989,1290,5587686.0,14544.0,8.8,11.35
M4A4 | Neo-Noir (Minimal Wear),11.4,-92.0,4.65,249363,2758,4358826.0,29925.0,24.44,11.0
"Music Kit | Perfect World, 花脸 Hua Lian (Painted Face)",4.2,11.0,4.59,180238,2810,419890.0,10773.0,3.18,3.84
Sticker | Tyloo (Holo) | Stockholm 2021,18.1,1055.0,4.55,169642,1026,682822.0,17782.0,13.64,17.45
AWP | Phobos (Minimal Wear),1.2,-91.0,4.55,1922399,6473,2756897.0,7501.0,1.31,1.16
AK-47 | Phantom Disruptor (Well-Worn),4.7,-81.0,4.53,111947,1180,688312.0,5257.0,6.12,4.47
AWP | Black Nile (Minimal Wear),2.7,-63.0,4.47,125464,4145,441180.0,10667.0,2.72,2.59
Galil AR | Rocket Pop (Minimal Wear),2.3,56.0,4.45,1499661,2226,673984.0,4899.0,1.13,2.2
Tec-9 | Fuel Injector (Well-Worn),2.4,-70.0,4.45,260662,1200,416513.0,2597.0,1.65,2.19
USP-S | Jawbreaker (Minimal Wear),11.1,-73.0,4.41,34059,3309,482641.0,35163.0,11.53,10.68
StatTrak™ AWP | Atheris (Well-Worn),5.8,-85.0,4.32,134576,1092,750974.0,5881.0,5.73,5.4
Galil AR | Chatterbox (Battle-Scarred),7.2,-51.0,4.3,535030,1084,1184895.0,8150.0,3.73,7.53
Berlin 2019 Legends (Holo-Foil),1.0,-75.0,4.13,620547,3058,919045.0,2933.0,1.39,0.96
Sticker | Natus Vincere (Holo) | Paris 2023,1.6,-90.0,4.09,227044,4232,830141.0,6126.0,2.02,1.45
StatTrak™ Desert Eagle | Corinthian (Field-Tested),1.7,-40.0,4.07,377083,2832,657230.0,5113.0,1.99,1.79
Sawed-Off | Brake Light (Factory New),0.6,-45.0,4.04,630340,14344,644277.0,8516.0,0.96,0.59
AWP | PAW (Minimal Wear),2.2,-88.0,4.04,877762,3917,2189887.0,8644.0,2.4,2.22
StatTrak™ AK-47 | Ice Coaled (Field-Tested),10.3,-87.0,3.96,59926,2175,1028731.0,21933.0,15.45,10.16
StatTrak™ AWP | Capillary (Field-Tested),1.1,-85.0,3.95,887630,8053,985731.0,8699.0,1.12,1.08
AWP | Black Nile (Battle-Scarred),2.2,-65.0,3.9,53261,1495,169676.0,3057.0,2.2,2.06
M4A4 | The Emperor (Field-Tested),11.4,-79.0,3.85,311355,3004,4645956.0,31771.0,14.52,10.67
Glock-18 | Grinder (Minimal Wear),1.2,-12.0,3.83,1199707,1068,642771.0,1440.0,0.85,1.36
P250 | See Ya Later (Battle-Scarred),1.9,-86.0,3.83,149320,1390,389920.0,2627.0,2.67,1.87
Arno The Overgrown | Guerrilla Warfare,9.2,306.0,3.82,327890,2779,755008.0,25345.0,5.57,9.29
SG 553 | Pulse (Field-Tested),2.9,83.0,3.81,2682727,1903,1465645.0,5698.0,1.16,2.98
Prof. Shahmat | Elite Crew,5.3,255.0,3.8,832018,5154,709793.0,29125.0,2.38,5.66
M4A1-S | Black Lotus (Minimal Wear),13.8,-75.0,3.79,46807,5466,899879.0,74753.0,15.27,13.79
Glock-18 | Neo-Noir (Well-Worn),7.9,-66.0,3.78,98495,1028,631034.0,7942.0,6.81,7.77
Sawed-Off | Full Stop (Factory New),0.4,-93.0,3.78,387132,5727,169038.0,3175.0,0.48,0.54
AK-47 | Asiimov (Field-Tested),30.0,-70.0,3.72,450095,4172,11417320.0,124195.0,27.31,29.85
XM1014 | Charter (Factory New),0.9,171.0,3.72,191851,1525,32556.0,1283.0,0.39,0.85
StatTrak™ MAC-10 | Allure (Minimal Wear),1.3,-91.0,3.7,79444,1079,129885.0,1337.0,1.66,1.23
P2000 | Imperial Dragon (Field-Tested),2.9,-63.0,3.69,522276,1471,769639.0,4225.0,1.79,2.85
Zeus x27 | Olympus (Minimal Wear),10.6,-81.0,3.65,44385,3910,611814.0,40644.0,11.21,10.39
P2000 | Wicked Sick (Battle-Scarred),1.2,-90.0,3.65,65627,2200,157934.0,2981.0,1.87,1.29
StatTrak™ SG 553 | Dragon Tech (Minimal Wear),2.0,-86.0,3.64,40740,1004,121215.0,1961.0,2.66,1.96
M4A4 | Neo-Noir (Field-Tested),5.8,-93.0,3.61,659912,6348,5267687.0,36319.0,11.16,5.8
StatTrak™ MAC-10 | Allure (Field-Tested),0.6,-95.0,3.61,161343,2515,128643.0,1463.0,0.82,0.58
R8 Revolver | Llama Cannon (Field-Tested),2.7,-65.0,3.57,375461,1128,754441.0,2956.0,2.07,2.6
XM1014 | XOXO (Field-Tested),1.3,-94.0,3.56,283560,2652,486879.0,3759.0,1.57,1.41
Sticker | Grayhound Gaming (Gold) | Paris 2023,0.6,-93.0,3.53,60902,1191,80889.0,623.0,0.85,0.51
M4A4 | In Living Color (Battle-Scarred),3.9,-94.0,3.51,129247,1854,546254.0,6854.0,4.64,3.72
P250 | Asiimov (Well-Worn),2.4,-87.0,3.5,200278,1269,550173.0,2820.0,2.75,2.22
USP-S | Flashback (Factory New),1.5,-73.0,3.47,725716,2254,799782.0,3196.0,1.19,1.4
Sticker | Kawaii CT (Holo),4.0,160.0,3.43,167478,1531,502864.0,6152.0,3.65,4.02
Sticker | Cbbl (Holo),0.9,82.0,3.38,167030,1923,171529.0,1761.0,1.0,0.9
"StatTrak™ Music Kit | Blitz Kids, The Good Youth",14.7,188.0,3.34,129805,1154,1315971.0,16523.0,10.64,14.47
MP9 | Food Chain (Minimal Wear),3.9,-93.0,3.33,168769,2056,633948.0,7509.0,3.79,3.67
StatTrak™ M4A1-S | Night Terror (Factory New),5.7,-92.0,3.31,59940,1789,474834.0,10202.0,7.74,5.71
M249 | Downtown (Factory New),1.4,-79.0,3.3,119882,2942,252056.0,4393.0,1.82,1.49
P90 | Asiimov (Field-Tested),7.3,-75.0,3.29,645422,1399,3236434.0,9643.0,5.82,6.96
USP-S | The Traitor (Well-Worn),8.1,-91.0,3.28,128324,2409,1345206.0,18411.0,10.44,7.71
USP-S | The Traitor (Field-Tested),10.1,-94.0,3.22,160499,3113,2203881.0,29820.0,13.34,9.69
Sticker | Drug War Veteran,0.9,-80.0,3.22,973254,4845,891327.0,4056.0,0.9,0.84
Rio 2022 Dust II Souvenir Package,2.6,7.0,3.19,879539,28032,3201561.0,71964.0,3.37,2.54
Sticker | Infinite Triangle (Holo),2.3,-61.0,3.15,177240,1896,904702.0,4167.0,2.76,2.21
P250 | Forest Night (Battle-Scarred),0.8,1152.0,3.09,215209,1803,24012.0,1330.0,0.28,0.73
CZ75-Auto | Eco (Field-Tested),0.7,-80.0,3.07,546240,1825,221769.0,1331.0,0.51,0.73
UMP-45 | Exposure (Minimal Wear),0.6,-84.0,3.06,599431,1913,286903.0,1237.0,0.53,0.65
R8 Revolver | Crazy 8 (Minimal Wear),0.8,-88.0,3.05,223974,5490,293480.0,4416.0,1.09,0.8
StatTrak™ P250 | Cassette (Factory New),0.6,-95.0,3.04,206106,2763,167189.0,1624.0,0.84,0.59
AK-47 | Slate (Battle-Scarred),2.5,-92.0,3.02,826355,10301,2088249.0,25111.0,2.67,2.45
StatTrak™ Glock-18 | Clear Polymer (Minimal Wear),1.0,-87.0,2.97,168995,1615,136840.0,1841.0,0.97,1.15
AWP | Black Nile (Field-Tested),1.6,-64.0,2.95,313271,10049,662908.0,15860.0,1.65,1.59
StatTrak™ AK-47 | Uncharted (Minimal Wear),2.3,-84.0,2.94,383785,2804,1051041.0,6471.0,2.62,2.31
AK-47 | Nightwish (Well-Worn),6.7,-93.0,2.93,163933,6045,1891867.0,38527.0,11.59,6.42
StatTrak™ M4A4 | Magnesium (Minimal Wear),2.0,-89.0,2.91,409958,2019,803809.0,3970.0,2.11,1.97
AWP | Acheron (Minimal Wear),0.7,-98.0,2.9,553635,15700,800178.0,11498.0,1.79,0.74
"StatTrak™ Music Kit | ISOxo, inhuman",8.0,59.0,2.87,20456,1458,127406.0,10953.0,7.51,7.73
MP5-SD | Nitro (Field-Tested),5.5,2336.0,2.87,448847,1318,214488.0,6862.0,2.23,5.12
AK-47 | Slate (Well-Worn),2.5,-92.0,2.85,1343681,16806,3377876.0,42040.0,2.7,2.52
"StatTrak™ Music Kit | Hundredth, FREE",0.7,-83.0,2.83,360829,2383,510985.0,1606.0,1.43,0.68
FAMAS | Mecha Industries (Field-Tested),2.6,-61.0,2.77,437738,2420,818263.0,6174.0,1.99,2.56
M4A4 | In Living Color (Minimal Wear),10.3,-97.0,2.74,83553,1511,1361650.0,14848.0,15.73,9.91
M4A4 | The Battlestar (Field-Tested),4.7,-63.0,2.71,263022,1800,1076406.0,8477.0,4.25,4.71
'Two Times' McCoy | TACP Cavalry,5.4,527.0,2.65,514820,3582,641458.0,19182.0,2.94,5.38
StatTrak™ Glock-18 | Block-18 (Minimal Wear),4.4,-75.0,2.54,11889,1043,67524.0,4538.0,4.75,4.35
Sawed-Off | Kiss♥Love (Minimal Wear),5.0,-84.0,2.54,98380,2732,690778.0,13479.0,6.07,4.92
Sticker | Lotus (Glitter),3.8,125.0,2.49,93360,2815,245265.0,11076.0,3.82,3.94
Glock-18 | Water Elemental (Field-Tested),3.6,-65.0,2.47,2297589,4573,6603736.0,16323.0,3.28,3.58
'Blueberries' Buckshot | NSWC SEAL,9.4,390.0,2.43,208225,1506,453948.0,13782.0,5.18,9.28
"Music Kit | Scarlxrd: King, Scar",1.9,-55.0,2.41,339592,2178,970411.0,4141.0,2.43,1.89
AK-47 | Blue Laminate (Minimal Wear),10.5,-8.0,2.39,2020990,1022,4232852.0,12235.0,5.59,12.94
"Music Kit | The Verkkars & n0thing, Flashbang Dance",3.2,-9.0,2.35,273323,3549,868066.0,10933.0,3.19,3.1
P90 | Desert DDPAT (Factory New),0.7,471.0,2.32,149223,1943,26267.0,1298.0,0.4,0.68
Galil AR | Connexion (Factory New),1.2,-89.0,2.3,119877,1782,150425.0,2480.0,1.29,1.37
Nova | Koi (Minimal Wear),0.8,-27.0,2.23,1185916,1208,429155.0,966.0,0.48,0.8
Glove Case,5.8,-7.0,2.22,79645574,95826,39239403.0,552372.0,2.29,5.74
P250 | Visions (Battle-Scarred),1.9,-84.0,2.22,51119,1212,152615.0,2451.0,2.69,1.97
AWP | PAW (Well-Worn),1.3,-85.0,2.17,172153,1060,285756.0,1358.0,1.61,1.28
StatTrak™ USP-S | Black Lotus (Field-Tested),3.8,50.0,2.16,198270,1253,383250.0,4447.0,2.68,3.57
Officer Jacques Beltram | Gendarmerie Nationale,9.9,185.0,2.1,111212,1077,370790.0,10413.0,6.19,9.74
MAG-7 | Carbon Fiber (Factory New),5.6,1634.0,2.1,591937,2252,329981.0,12075.0,2.46,5.33
MP7 | Bloodsport (Field-Tested),1.2,-93.0,2.09,643144,5016,1199931.0,5893.0,2.0,1.18
Five-SeveN | Hybrid (Battle-Scarred),0.7,-77.0,2.09,42952,3456,43243.0,2533.0,0.79,0.72
Galil AR | Crimson Tsunami (Minimal Wear),2.3,-42.0,1.99,343185,1104,259989.0,2351.0,1.05,2.13
P90 | Chopper (Minimal Wear),0.8,-85.0,1.98,517285,1322,373494.0,1127.0,0.74,0.86
M4A4 | Etch Lord (Well-Worn),0.8,-77.0,1.97,66617,6269,67039.0,4819.0,0.83,0.77
Sticker | Natus Vincere (Holo) | Stockholm 2021,1.8,-14.0,1.95,459891,1321,1025054.0,2180.0,2.03,1.65
XM1014 | Charter (Minimal Wear),0.8,1223.0,1.93,356654,1909,36808.0,1516.0,0.33,0.79
Desert Eagle | Conspiracy (Factory New),9.0,-10.0,1.91,1258806,2032,4066960.0,18064.0,5.04,8.98
M4A1-S | Black Lotus (Field-Tested),10.1,-75.0,1.89,112846,13204,1528521.0,130641.0,11.04,9.98
P90 | Chopper (Field-Tested),0.5,-89.0,1.89,968086,2455,447638.0,1243.0,0.46,0.51
Sticker | Sprout Esports (Glitter) | Rio 2022,0.9,349.0,1.86,169160,1224,43398.0,1048.0,0.55,0.86
Lieutenant 'Tree Hugger' Farlow | SWAT,9.6,440.0,1.85,111237,1074,306042.0,9716.0,5.72,9.1
Sticker | Ouchie (Foil),2.4,3.0,1.82,35145,1345,82120.0,3020.0,2.23,2.22
AWP | Duality (Field-Tested),1.9,-96.0,1.75,394420,17132,2613808.0,33635.0,4.35,1.98
AK-47 | Nightwish (Field-Tested),8.2,-94.0,1.68,208655,8719,3414798.0,70608.0,16.62,8.18
AWP | Mortis (Battle-Scarred),1.8,-95.0,1.68,352081,2843,748342.0,5094.0,2.73,1.74
XM1014 | Entombed (Minimal Wear),4.3,-85.0,1.59,304413,4499,1654903.0,19990.0,5.1,4.43
StatTrak™ Glock-18 | Off World (Minimal Wear),0.6,-93.0,1.58,303449,1736,256325.0,1172.0,0.89,0.68
Desert Eagle | The Bronze (Factory New),5.6,1246.0,1.55,374405,1857,229325.0,9745.0,2.39,5.31
StatTrak™ MP7 | Just Smile (Field-Tested),2.1,-68.0,1.53,16881,1457,43575.0,2845.0,2.12,1.94
StatTrak™ M4A1-S | Emphorosaur-S (Field-Tested),1.6,-90.0,1.44,156835,7055,456747.0,11725.0,2.34,1.67
StatTrak™ Galil AR | Connexion (Field-Tested),0.6,-94.0,1.41,217563,4032,167677.0,2366.0,0.78,0.59
"Music Kit | Knock2, dashstar*",9.8,-11.0,1.4,126147,2747,1519075.0,24425.0,10.36,9.06
AWP | Neo-Noir (Minimal Wear),24.7,-80.0,1.39,198779,2400,5717122.0,58728.0,29.52,24.73
MP7 | Bloodsport (Battle-Scarred),1.2,-89.0,1.38,224206,1498,346311.0,1649.0,1.71,1.1
AK-47 | Phantom Disruptor (Field-Tested),3.7,-88.0,1.33,1209221,11952,6717755.0,43598.0,5.14,3.66
Death Sentence Pin,2.7,-47.0,1.33,171411,1583,529649.0,4273.0,3.03,2.73
MAC-10 | Disco Tech (Well-Worn),1.7,-91.0,1.31,323570,2702,670568.0,4457.0,1.99,1.65
StatTrak™ MAC-10 | Light Box (Minimal Wear),0.6,-87.0,1.3,27416,2798,21754.0,1685.0,0.66,0.6
Sticker | Apeks (Holo) | Paris 2023,1.8,-74.0,1.29,133177,2596,943358.0,4573.0,3.38,1.77
Sawed-Off | Kiss♥Love (Field-Tested),2.7,-87.0,1.29,199576,5254,805900.0,14076.0,3.48,2.67
M4A4 | Spider Lily (Well-Worn),2.5,16.0,1.28,436662,2453,433517.0,5695.0,1.66,2.33
Desert Eagle | Naga (Battle-Scarred),1.3,-63.0,1.28,337219,1085,189271.0,1327.0,0.73,1.22
'Medium Rare' Crasswater | Guerrilla Warfare,19.8,70.0,1.26,91558,1087,711291.0,21914.0,12.78,20.37
Galil AR | Rocket Pop (Field-Tested),0.9,37.0,1.26,1479952,2629,313577.0,2389.0,0.45,0.91
M4A4 | Desolate Space (Battle-Scarred),3.9,-88.0,1.21,402011,2025,2114320.0,7757.0,5.25,3.86
AK-47 | Frontside Misty (Well-Worn),11.4,-68.0,1.17,266163,1039,2489583.0,11243.0,10.21,10.85
Glock-18 | Nuclear Garden (Battle-Scarred),1.0,-78.0,1.16,112714,2468,253117.0,2319.0,2.11,0.94
Sticker | First Blood,2.7,2195.0,1.16,156773,2250,197277.0,6714.0,1.51,3.03
M4A1-S | Emphorosaur-S (Minimal Wear),1.0,-95.0,1.14,382653,14077,800076.0,14308.0,1.56,1.02
AUG | Random Access (Factory New),3.5,-82.0,1.12,63305,1361,223026.0,5282.0,3.45,3.81
MAC-10 | Disco Tech (Field-Tested),2.3,-91.0,1.04,472651,5059,1344947.0,11563.0,2.73,2.31
M4A1-S | Hyper Beast (Well-Worn),13.8,-85.0,1.03,431423,1326,4249861.0,18286.0,10.33,13.94
P250 | Visions (Field-Tested),2.7,-83.0,1.03,230292,5969,940997.0,16001.0,3.47,2.67
SG 553 | Dragon Tech (Minimal Wear),0.8,-88.0,1.01,259746,7126,344624.0,5863.0,1.13,0.83
Sticker | Lost In Smoke (Foil),0.7,-24.0,1.01,28930,1437,19900.0,1001.0,0.67,0.69
AK-47 | Steel Delta (Factory New),2.4,-77.0,1.0,65270,2804,260110.0,6763.0,2.82,2.43
Sticker | MOUZ (Gold) | Paris 2023,3.6,-99.0,0.99,56569,1551,1232728.0,5498.0,10.71,3.46
AK-47 | Phantom Disruptor (Factory New),9.4,-89.0,0.99,148550,1190,1678378.0,11241.0,10.93,9.49
MP9 | Ruby Poison Dart (Minimal Wear),1.3,34.0,0.97,850190,2088,434174.0,2682.0,0.75,1.29
SSG 08 | Acid Fade (Factory New),0.8,-86.0,0.94,3216692,40424,2301877.0,33881.0,0.77,0.83
MP7 | Prey (Factory New),0.7,505.0,0.93,162298,1476,28987.0,986.0,0.39,0.7
P250 | Visions (Minimal Wear),4.8,-90.0,0.82,109692,2725,772252.0,13443.0,6.05,4.93
PP-Bizon | Brass (Field-Tested),0.5,-81.0,0.82,1037458,9309,330046.0,5077.0,0.4,0.54
"Music Kit | Daniel Sadowski, Eye of the Dragon",1.2,-78.0,0.79,117281,1205,253496.0,1472.0,1.95,1.22
Glock-18 | Block-18 (Field-Tested),1.0,-81.0,0.74,168880,14781,213223.0,13875.0,1.02,0.94
AK-47 | Slate (Factory New),10.2,-87.0,0.71,165807,2307,1756810.0,23444.0,10.72,10.32
MP9 | Starlight Protector (Field-Tested),2.8,-95.0,0.71,197848,6609,921267.0,18712.0,4.59,2.85
M4A1-S | Mecha Industries (Field-Tested),24.7,-47.0,0.69,357038,1352,3975004.0,35218.0,14.65,26.12
Maximus | Sabre,4.5,160.0,0.61,1063723,5959,945400.0,27106.0,2.06,4.56
AK-47 | Orbit Mk01 (Field-Tested),12.6,41.0,0.59,436742,1198,2818801.0,15036.0,8.25,12.66
Pinups Capsule,0.9,-59.0,0.58,673101,1610,597643.0,1385.0,0.85,0.86
StatTrak™ M4A1-S | Emphorosaur-S (Minimal Wear),3.4,-92.0,0.56,59420,2725,354124.0,9058.0,4.72,3.33
"StatTrak™ Music Kit | Denzel Curry, ULTIMATE",4.9,-38.0,0.56,42647,1116,216785.0,5538.0,4.84,4.97
MP7 | Just Smile (Battle-Scarred),0.7,-76.0,0.55,42779,3234,43519.0,2378.0,0.79,0.72
"StatTrak™ Music Kit | Beartooth, Aggressive",0.7,-90.0,0.55,310378,2352,491805.0,1643.0,1.68,0.7
Trapper | Guerrilla Warfare,15.5,488.0,0.49,113005,1073,442393.0,16122.0,8.86,15.15
MP9 | Army Sheen (Minimal Wear),0.8,1223.0,0.49,724942,4298,74024.0,3368.0,0.36,0.78
MP9 | Army Sheen (Factory New),0.9,721.0,0.47,602159,2690,103063.0,2349.0,0.44,0.87
FAMAS | Neural Net (Field-Tested),0.6,-10.0,0.47,950498,1686,330083.0,1139.0,0.44,0.67
AWP | Fever Dream (Minimal Wear),10.4,-76.0,0.45,738648,1886,4769395.0,19403.0,7.38,10.34
USP-S | Cyrex (Minimal Wear),1.6,-83.0,0.43,1525418,5910,3159429.0,9508.0,1.94,1.61
MAC-10 | Neon Rider (Minimal Wear),6.5,-71.0,0.4,514551,1128,1886233.0,7254.0,5.0,6.46
Sticker | Cedar Creek (Holo),0.8,-1.0,0.37,86381,3212,70706.0,2687.0,0.84,0.84
M4A1-S | Leaded Glass (Minimal Wear),5.9,-77.0,0.36,438851,3028,1976517.0,17479.0,4.77,5.81
AK-47 | Cartel (Field-Tested),9.4,-52.0,0.33,1578765,2184,4130765.0,21157.0,4.92,9.81
Seal Team 6 Soldier | NSWC SEAL,8.2,70.0,0.31,770507,4220,1700365.0,34537.0,4.23,8.24
StatTrak™ FAMAS | Rapid Eye Movement (Field-Tested),2.0,-94.0,0.2,32025,1024,100782.0,2164.0,3.09,2.1
Sticker | Baby Howl,1.1,47.0,0.19,286350,2896,295093.0,3064.0,1.01,1.06
Sergeant Bombson | SWAT,7.9,210.0,0.19,219122,1559,441741.0,12051.0,4.35,7.77
Gamma Case,2.3,-73.0,0.18,64108046,105361,20229621.0,236310.0,0.86,2.23
Sticker | On An Eco (Foil),1.3,-47.0,0.15,31138,1194,53026.0,1615.0,1.37,1.33
P2000 | Amber Fade (Field-Tested),2.5,-82.0,0.12,1177341,9730,1149546.0,28794.0,2.09,2.81
AK-47 | Frontside Misty (Field-Tested),11.9,-77.0,0.09,1443564,4623,13978610.0,55074.0,10.87,12.07
StatTrak™ AK-47 | Elite Build (Field-Tested),4.0,-85.0,0.05,1249995,2717,4127934.0,11105.0,3.93,4.11
MAG-7 | Heaven Guard (Factory New),0.7,45.0,0.0,1659403,1207,207266.0,836.0,0.27,0.68
Sticker Capsule,0.6,-73.0,0.0,5760564,7615,1168108.0,4110.0,0.41,0.54
Souvenir M249 | Submerged (Battle-Scarred),0.0,0.0,0.0,39592,1270,15387.0,350.0,0.54,1.02
MP9 | Mount Fuji (Minimal Wear),6.2,230.0,0.0,196881,1342,407027.0,8509.0,4.19,6.43
AK-47 | Steel Delta (Minimal Wear),1.7,-62.0,0.0,123067,4509,295679.0,7635.0,1.85,1.7
"Music Kit | Mord Fustang, Diamonds",1.9,-80.0,0.0,309307,1094,853183.0,2152.0,2.78,1.97
"StatTrak™ Music Kit | The Verkkars, EZ4ENCE",6.1,-28.0,-0.02,159041,1278,995900.0,7864.0,6.11,6.17
'Two Times' McCoy | USAF TACP,5.2,34.0,-0.12,892392,4811,1200702.0,24839.0,2.64,5.18
Desert Eagle | Code Red (Battle-Scarred),13.4,-52.0,-0.16,105336,1153,1322349.0,14562.0,12.43,12.8
MAG-7 | Justice (Field-Tested),2.1,-83.0,-0.19,270173,1813,597627.0,3820.0,2.13,2.09
M4A4 | Tooth Fairy (Well-Worn),2.7,-93.0,-0.19,83444,1224,301570.0,3138.0,3.59,2.56
SG 553 | Damascus Steel (Field-Tested),0.5,-7.0,-0.21,952427,9509,316188.0,5096.0,0.4,0.53
Sticker | Fnatic (Holo) | Paris 2023,0.9,-80.0,-0.21,237323,5052,788246.0,4786.0,1.69,0.94
USP-S | Neo-Noir (Field-Tested),11.9,-72.0,-0.23,293579,2152,4510664.0,25428.0,14.66,11.95
Sticker | Team Liquid (Holo) | Paris 2023,0.7,-97.0,-0.29,303334,5516,695936.0,3601.0,1.22,0.66
M4A4 | Evil Daimyo (Minimal Wear),2.4,-45.0,-0.29,2332673,3139,3915062.0,7419.0,2.29,2.37
Glock-18 | Bullet Queen (Field-Tested),5.2,-93.0,-0.29,154311,2243,1457936.0,11372.0,9.15,5.1
SSG 08 | Turbo Peek (Field-Tested),4.9,91.0,-0.3,193801,1439,514469.0,6839.0,3.73,4.79
AK-47 | Ice Coaled (Factory New),14.9,-93.0,-0.31,61257,2477,1710291.0,37646.0,24.98,15.26
AK-47 | Steel Delta (Battle-Scarred),1.5,-41.0,-0.33,77257,2317,127275.0,3426.0,1.49,1.49
Skill Groups Capsule,0.9,-57.0,-0.35,623342,1073,566614.0,871.0,0.83,0.82
M4A1-S | Chantico's Fire (Battle-Scarred),12.8,-74.0,-0.37,118520,1161,1200934.0,15676.0,10.07,13.61
AK-47 | Head Shot (Minimal Wear),18.2,-93.0,-0.42,35302,2259,1749929.0,41447.0,38.02,18.52
StatTrak™ G3SG1 | Dream Glade (Minimal Wear),0.9,-84.0,-0.42,48186,1057,49173.0,1038.0,1.02,0.95
P90 | Desert DDPAT (Field-Tested),0.7,1315.0,-0.46,297991,2071,40144.0,1293.0,0.36,0.63
M4A4 | Temukau (Field-Tested),11.6,-93.0,-0.5,109948,6154,2730215.0,71085.0,19.06,11.64
Operation Hydra Case Key,2.2,2.0,-0.51,1631270,1435,2776620.0,2992.0,1.83,2.11
Safecracker Voltzmann | The Professionals,18.3,323.0,-0.54,411210,3002,1663384.0,57551.0,10.35,19.31
XM1014 | Seasons (Field-Tested),1.3,-60.0,-0.55,423631,1005,244032.0,1318.0,0.73,1.31
USP-S | The Traitor (Minimal Wear),15.8,-94.0,-0.58,66189,1289,1533975.0,20696.0,22.08,16.2
AK-47 | Phantom Disruptor (Battle-Scarred),3.3,-85.0,-0.6,220381,2253,1046018.0,7219.0,4.49,3.2
