item_name,latest_price,lifetime_price_%_change,30d_price_%_change,lifetime_volume,30d_volume_metric,lifetime_market_cap,30d_market_cap,lifetime_average_price,last_30d_average_price
StatTrak™ AK-47 | Slate (Minimal Wear),17.9,-83.0,12.65,90182,1248,1432376.0,19429.0,16.55,15.74
Glock-18 | Nuclear Garden (Field-Tested),1.2,-92.0,12.41,252747,5794,751483.0,6593.0,2.79,1.15
MAC-10 | Pipe Down (Minimal Wear),0.8,-76.0,12.38,319353,1588,183387.0,1232.0,0.62,0.78
Sir Bloody Loudmouth Darryl | The Professionals,96.7,1101.0,12.13,145915,1415,1900184.0,133763.0,40.27,94.53
FAMAS | Mecha Industries (Minimal Wear),3.7,-58.0,12.13,308982,1549,849268.0,5657.0,2.99,3.69
StatTrak™ AWP | Capillary (Battle-Scarred),1.2,-79.0,12.12,176861,1763,194000.0,1938.0,1.12,1.1
MAC-10 | Lapis Gator (Field-Tested),0.6,135.0,12.04,638979,1311,82995.0,770.0,0.21,0.57
M4A1-S | Control Panel (Battle-Scarred),3.9,-91.0,12.0,44024,1163,257019.0,3916.0,5.53,3.36
Glock-18 | Nuclear Garden (Minimal Wear),2.5,-88.0,11.69,107346,2509,571471.0,5886.0,5.14,2.38
P250 | See Ya Later (Minimal Wear),4.4,-91.0,11.65,155576,1209,879180.0,4794.0,5.78,4.02
Glock-18 | Bullet Queen (Battle-Scarred),3.3,-92.0,11.61,143580,1967,709357.0,5895.0,5.17,3.0
Glock-18 | Wasteland Rebel (Field-Tested),3.0,-90.0,11.61,381484,2997,1744469.0,8361.0,4.69,2.8
Desert Eagle | Mecha Industries (Factory New),9.3,-84.0,11.44,218440,1646,1598395.0,13573.0,7.71,8.31
Sticker | G2 Esports (Holo) | Stockholm 2021,2.8,386.0,11.38,426115,1342,568606.0,3578.0,2.92,2.69
Sticker | Incineration,0.7,440.0,11.38,288808,1584,123684.0,1166.0,0.48,0.72
AK-47 | Ice Coaled (Well-Worn),5.3,-85.0,11.36,64090,2172,525849.0,11309.0,7.97,5.22
M4A1-S | Emphorosaur-S (Factory New),2.6,-92.0,11.34,91683,3790,421207.0,9085.0,3.52,2.4
AK-47 | Redline (Field-Tested),25.5,-20.0,11.32,5293299,5156,34537933.0,137356.0,12.43,26.38
StatTrak™ Glock-18 | Vogue (Field-Tested),4.9,-91.0,11.3,103320,1919,683071.0,8993.0,6.66,4.7
Dual Berettas | Flora Carnivora (Minimal Wear),0.8,-88.0,11.15,220683,6231,283328.0,5039.0,1.1,0.81
Glock-18 | Vogue (Minimal Wear),4.9,-88.0,11.1,302240,4561,1742518.0,21227.0,5.57,4.67
AWP | Black Nile (Factory New),4.7,-73.0,11.08,54264,2217,386888.0,9787.0,5.01,4.47
M4A1-S | Cyrex (Field-Tested),17.2,-58.0,11.01,799903,1621,8431235.0,27681.0,11.46,17.25
G3SG1 | Scavenger (Minimal Wear),0.7,-82.0,10.9,341134,1456,192635.0,1081.0,0.6,0.73
"Music Kit | 3kliksphilip, Heading for the Source",0.7,-80.0,10.89,205048,3174,177834.0,2023.0,0.66,0.65
Berlin 2019 Legends Autograph Capsule,1.0,17.0,10.88,6213697,4321,2436134.0,3986.0,0.73,0.93
P250 | Supernova (Factory New),1.5,-47.0,10.87,1557294,1098,881064.0,1606.0,0.85,1.47
FAMAS | Rapid Eye Movement (Minimal Wear),2.9,-90.0,10.78,117862,2963,458240.0,8794.0,3.59,2.95
MP7 | Abyssal Apparition (Minimal Wear),3.0,-87.0,10.76,115819,2635,447633.0,7862.0,3.57,2.92
MAC-10 | Neon Rider (Field-Tested),6.0,-55.0,10.72,606692,1719,1656431.0,9317.0,3.81,5.45
AK-47 | Frontside Misty (Battle-Scarred),8.9,-58.0,10.71,333875,1540,2284770.0,12664.0,7.82,8.22
P90 | Vent Rush (Factory New),1.6,-73.0,10.68,96745,2238,205321.0,3333.0,1.83,1.48
StatTrak™ P250 | Nevermore (Field-Tested),1.3,-84.0,10.65,159338,1370,161708.0,1722.0,1.1,1.26
StatTrak™ Tec-9 | Sandstorm (Field-Tested),0.7,51.0,10.58,2763549,1844,545467.0,1266.0,0.32,0.7
USP-S | Jawbreaker (Well-Worn),6.6,-67.0,10.48,37287,3546,270406.0,21021.0,6.3,5.93
FAMAS | Roll Cage (Field-Tested),2.1,-91.0,10.46,286208,1944,821735.0,3695.0,2.79,1.91
Crasswater The Forgotten | Guerrilla Warfare,15.0,163.0,10.43,123181,1723,591881.0,25773.0,9.14,15.24
StatTrak™ Glock-18 | Catacombs (Field-Tested),0.7,-85.0,10.42,962295,1677,577168.0,1272.0,0.63,0.81
AK-47 | The Empress (Battle-Scarred),23.4,-70.0,10.38,171664,1586,3555061.0,34815.0,22.91,22.14
MAG-7 | Monster Call (Minimal Wear),0.7,-91.0,10.33,452177,7441,332393.0,4817.0,0.73,0.65
Tec-9 | Brother (Minimal Wear),0.7,-90.0,10.33,385239,5796,279126.0,3756.0,0.71,0.65
StatTrak™ M4A1-S | Night Terror (Minimal Wear),2.8,-93.0,10.32,143075,4420,604903.0,11422.0,4.0,2.59
SSG 08 | Dragonfire (Minimal Wear),13.8,-75.0,10.3,207541,1431,2368715.0,18031.0,12.13,12.8
MP9 | Food Chain (Field-Tested),2.1,-93.0,10.28,456014,6155,852652.0,11973.0,2.03,1.97
AWP | PAW (Field-Tested),1.3,-90.0,10.28,1264279,5798,1879113.0,7089.0,1.41,1.23
M4A4 | Desolate Space (Well-Worn),4.4,-91.0,10.23,584541,3007,3534310.0,12539.0,5.95,4.2
AK-47 | Rat Rod (Battle-Scarred),3.1,-60.0,10.21,231665,1265,659768.0,3676.0,2.86,2.91
P90 | Shallow Grave (Field-Tested),1.7,-69.0,10.1,374622,1252,531238.0,1952.0,1.42,1.56
AUG | Surveillance (Field-Tested),0.8,1275.0,10.1,821218,4691,83497.0,3636.0,0.35,0.77
CZ75-Auto | Jungle Dashed (Field-Tested),0.8,1232.0,10.1,924011,5851,91999.0,4532.0,0.36,0.77
AK-47 | Neon Revolution (Battle-Scarred),13.9,-76.0,10.06,153242,1275,2035072.0,16957.0,13.96,13.51
USP-S | Flashback (Battle-Scarred),0.6,-84.0,9.95,142399,1084,106758.0,616.0,0.76,0.57
MP7 | Just Smile (Field-Tested),0.9,-77.0,9.95,115726,9783,141530.0,8836.0,0.97,0.9
AWP | Acheron (Factory New),1.7,-95.0,9.93,170512,3342,537752.0,5088.0,3.32,1.53
StatTrak™ USP-S | Cortex (Field-Tested),5.1,-91.0,9.93,210923,1866,1374831.0,8677.0,8.22,4.68
USP-S | Guardian (Field-Tested),3.2,17.0,9.91,2041830,1016,1343436.0,3231.0,1.22,3.16
MAC-10 | Light Box (Factory New),0.7,-80.0,9.85,23448,2268,21575.0,1515.0,0.73,0.67
CZ75-Auto | Tacticat (Minimal Wear),0.7,-84.0,9.79,513510,2265,291968.0,1600.0,0.61,0.72
MP9 | Army Sheen (Field-Tested),0.9,327.0,9.77,240679,2553,26054.0,2012.0,0.34,0.85
Five-SeveN | Retrobution (Field-Tested),0.8,-70.0,9.75,417426,1347,233850.0,1017.0,0.64,0.76
StatTrak™ MAG-7 | Monster Call (Minimal Wear),1.2,-93.0,9.74,78940,1116,132599.0,1395.0,1.72,1.24
USP-S | Jawbreaker (Battle-Scarred),5.8,-69.0,9.71,31798,3018,207236.0,16147.0,5.76,5.35
Five-SeveN | Monkey Business (Well-Worn),1.9,-80.0,9.69,541215,1127,732379.0,2055.0,1.45,1.82
Guardian 3 Pin,2.4,-33.0,9.65,223790,1774,567816.0,3663.0,2.42,2.08
StatTrak™ M4A1-S | Night Terror (Battle-Scarred),4.3,-91.0,9.56,53472,1609,407653.0,6718.0,7.47,4.19
AUG | Surveillance (Minimal Wear),0.9,1351.0,9.53,389744,1755,40535.0,1383.0,0.33,0.78
M4A1-S | Player Two (Battle-Scarred),12.6,-70.0,9.42,112362,1516,1236014.0,17911.0,11.46,11.9
Welcome to the Clutch Pin,3.6,-61.0,9.36,130019,1288,583981.0,3998.0,4.28,3.12
P90 | Vent Rush (Minimal Wear),0.8,-87.0,9.32,243601,5896,319547.0,4816.0,1.1,0.82
M4A1-S | Mud-Spec (Factory New),1.0,-41.0,9.31,140332,5084,146151.0,4822.0,0.95,0.95
Sawed-Off | Analog Input (Battle-Scarred),0.7,-76.0,9.31,20696,1576,21061.0,1164.0,0.8,0.72
StatTrak™ AWP | Duality (Field-Tested),5.5,-92.0,9.31,43612,2277,598564.0,11106.0,9.82,4.91
AWP | Duality (Battle-Scarred),1.6,-97.0,9.28,137487,6343,664206.0,9723.0,3.5,1.54
AK-47 | Uncharted (Factory New),1.1,-86.0,9.27,750384,4662,928289.0,5249.0,1.21,1.13
PP-Bizon | Fuel Rod (Field-Tested),0.7,-69.0,9.25,279165,1102,160203.0,692.0,0.62,0.62
UMP-45 | Primal Saber (Field-Tested),2.3,-81.0,9.22,610034,1717,1390552.0,3693.0,2.11,2.15
P250 | Nevermore (Field-Tested),0.6,-76.0,9.2,714509,4299,289491.0,2563.0,0.46,0.6
USP-S | Flashback (Field-Tested),0.5,-85.0,9.2,2408808,9172,1430318.0,4813.0,0.59,0.53
Galil AR | Connexion (Minimal Wear),0.7,-91.0,9.19,460844,7403,345824.0,4948.0,0.74,0.67
M4A4 | Tooth Fairy (Minimal Wear),4.6,-93.0,9.13,295234,4123,1729909.0,18450.0,5.53,4.48
UMP-45 | Plastique (Field-Tested),0.6,-33.0,9.11,377236,1500,147226.0,859.0,0.45,0.57
M4A1-S | Decimator (Field-Tested),10.5,-74.0,9.1,1145819,4950,6646270.0,49058.0,7.14,10.05
UMP-45 | Wild Child (Minimal Wear),4.5,-87.0,9.1,78970,2202,821416.0,9820.0,6.8,4.45
Desert Eagle | Conspiracy (Minimal Wear),6.6,1.0,9.07,1438321,2965,3794020.0,18396.0,3.64,6.29
StatTrak™ P90 | Neoqueen (Field-Tested),0.6,-93.0,9.01,74440,2994,104662.0,1811.0,1.0,0.61
AUG | Chameleon (Minimal Wear),2.5,-84.0,8.97,603780,1059,1140563.0,2523.0,2.54,2.38
Sticker | Evil Geniuses (Holo) | Stockholm 2021,1.3,375.0,8.93,425430,1458,261228.0,1679.0,1.31,1.15
M4A1-S | Fizzy POP (Factory New),2.4,204.0,8.93,301128,1534,371286.0,3373.0,1.75,2.21
M4A1-S | Flashback (Minimal Wear),0.8,-93.0,8.89,953218,3924,1232262.0,2869.0,1.16,0.73
M4A4 | Temukau (Battle-Scarred),5.7,-89.0,8.89,47773,2362,471853.0,12555.0,8.6,5.34
M4A1-S | Decimator (Battle-Scarred),9.3,-70.0,8.88,247941,1513,1383844.0,12953.0,6.09,8.62
StatTrak™ AWP | Phobos (Field-Tested),3.1,-89.0,8.78,191933,1002,852046.0,3122.0,4.18,3.12
Glock-18 | Vogue (Field-Tested),2.8,-91.0,8.74,778990,12751,2769849.0,34703.0,3.43,2.74
M4A1-S | Emphorosaur-S (Well-Worn),0.7,-94.0,8.71,111548,5162,151521.0,3443.0,1.1,0.67
StatTrak™ AWP | Capillary (Minimal Wear),1.8,-89.0,8.7,325163,2965,606366.0,5488.0,1.87,1.85
Souvenir M4A1-S | Mud-Spec (Minimal Wear),2.4,38.0,8.68,27350,1190,70900.0,2944.0,2.56,2.48
XM1014 | XOXO (Minimal Wear),3.2,-91.0,8.67,115118,1001,426420.0,3228.0,3.35,3.2
Sticker | Blue Gem (Glitter),3.2,35.0,8.65,176019,2373,545085.0,7788.0,3.14,3.25
UMP-45 | Wild Child (Field-Tested),1.9,-91.0,8.64,156228,5858,679998.0,11012.0,2.92,1.87
Sticker | 9INE (Holo) | Paris 2023,1.2,-90.0,8.62,238226,4739,816679.0,5011.0,1.84,1.08
P90 | Neoqueen (Factory New),1.5,-87.0,8.61,111540,3434,276257.0,4973.0,1.81,1.45
"Music Kit | Various Artists, Hotline Miami",2.9,-78.0,8.6,343640,1408,915324.0,3588.0,2.79,2.54
M4A4 | Desolate Space (Minimal Wear),8.6,-89.0,8.55,403439,1926,4320605.0,15249.0,10.17,7.98
StatTrak™ AWP | Exoskeleton (Field-Tested),5.5,-55.0,8.48,143969,1007,602384.0,5173.0,4.41,5.16
Galil AR | Signal (Field-Tested),0.6,-79.0,8.46,928902,5186,362700.0,2702.0,0.43,0.52
CZ75-Auto | Jungle Dashed (Minimal Wear),0.9,1241.0,8.46,261286,1152,28403.0,922.0,0.32,0.79
AWP | Acheron (Well-Worn),0.6,-95.0,8.45,79197,2100,98210.0,1291.0,1.54,0.62
Sawed-Off | Kiss♥Love (Well-Worn),2.4,-85.0,8.44,93223,2068,314774.0,4506.0,2.9,2.16
AK-47 | Rat Rod (Well-Worn),3.0,-56.0,8.41,403880,2164,1166460.0,6289.0,2.88,2.91
M4A1-S | Leaded Glass (Field-Tested),4.2,-76.0,8.38,1155985,7738,3721561.0,30237.0,3.39,3.92
StatTrak™ AK-47 | Slate (Well-Worn),8.7,-82.0,8.36,127515,1877,1078130.0,15763.0,9.01,8.51
Five-SeveN | Monkey Business (Field-Tested),2.4,-77.0,8.31,1897654,2920,2695352.0,6726.0,1.68,2.29
Special Agent Ava | FBI,17.3,40.0,8.3,654771,4076,4706860.0,72856.0,10.59,17.96
UMP-45 | Momentum (Field-Tested),3.7,-60.0,8.3,277539,1264,833417.0,4552.0,3.09,3.55
Galil AR | Stone Cold (Field-Tested),1.5,-52.0,8.3,887602,2091,556309.0,3191.0,0.91,1.53
Tec-9 | Ice Cap (Factory New),0.6,-79.0,8.29,821199,2895,228946.0,1562.0,0.35,0.55
Sticker | Kawaii Killer Terrorist,0.8,-54.0,8.27,310332,1128,280275.0,926.0,0.88,0.82
AK-47 | Point Disarray (Field-Tested),8.8,-68.0,8.26,726174,3872,7260155.0,32479.0,10.26,8.46
StatTrak™ P250 | Nevermore (Minimal Wear),1.6,-89.0,8.26,147485,1031,232900.0,1736.0,1.66,1.68
Sticker | s1mple (Glitter) | Paris 2023,0.5,-96.0,8.23,56217,1226,28377.0,649.0,0.52,0.54
Sticker | Mister Chief,0.6,8.0,8.22,275004,1671,184215.0,939.0,0.64,0.56
AK-47 | Slate (Minimal Wear),4.9,-91.0,8.21,777806,9032,3550179.0,41961.0,4.8,4.69
AWP | Chromatic Aberration (Field-Tested),6.7,-94.0,8.2,196533,8657,2260100.0,54947.0,11.14,6.41
StatTrak™ AK-47 | Uncharted (Field-Tested),1.9,-81.0,8.19,863257,6352,1859497.0,11634.0,2.07,1.84
AK-47 | Point Disarray (Battle-Scarred),7.5,-55.0,8.15,152295,1377,1127574.0,10173.0,8.07,7.33
AK-47 | Emerald Pinstripe (Battle-Scarred),2.3,-89.0,8.1,677103,4498,1191555.0,11085.0,2.24,2.39
P250 | Forest Night (Field-Tested),0.8,1648.0,7.98,883231,5507,96047.0,4340.0,0.37,0.77
StatTrak™ Tec-9 | Bamboozle (Field-Tested),0.7,-79.0,7.98,161907,1358,94412.0,978.0,0.62,0.72
Glock-18 | Block-18 (Minimal Wear),1.6,-80.0,7.87,77921,6867,162839.0,10722.0,1.69,1.57
M4A1-S | Night Terror (Well-Worn),0.9,-93.0,7.86,190290,4884,306800.0,4367.0,1.61,0.9
AWP | Neo-Noir (Field-Tested),21.1,-82.0,7.86,306633,3450,7345555.0,69528.0,24.35,20.48
M4A1-S | Leaded Glass (Battle-Scarred),3.7,-70.0,7.85,231996,1793,745683.0,6508.0,3.24,3.64
StatTrak™ M4A4 | Etch Lord (Minimal Wear),3.9,-72.0,7.84,11260,1054,52269.0,3806.0,3.92,3.6
StatTrak™ Glock-18 | Block-18 (Field-Tested),2.4,-91.0,7.8,23608,2294,74139.0,5424.0,2.57,2.37
XM1014 | Entombed (Factory New),8.1,-78.0,7.8,182233,2532,1541392.0,19664.0,8.1,7.73
AWP | Phobos (Field-Tested),1.1,-90.0,7.76,1529456,6321,1927417.0,6517.0,1.2,1.03
StatTrak™ Dual Berettas | Hideout (Factory New),0.8,-80.0,7.76,11083,1078,10607.0,780.0,0.8,0.71
MP7 | Bloodsport (Factory New),3.6,-89.0,7.74,107079,1168,483001.0,4110.0,5.14,3.55
AWP | Hyper Beast (Field-Tested),26.9,-60.0,7.69,410412,1038,8873679.0,27164.0,23.24,26.34
Zeus x27 | Olympus (Field-Tested),7.0,-78.0,7.68,88368,7739,786626.0,51840.0,7.23,6.7
Sticker | The Pro(Foil),3.2,-43.0,7.66,20186,1263,68647.0,3996.0,3.4,3.17
Tec-9 | Remote Control (Field-Tested),1.4,-78.0,7.65,54340,1220,95815.0,1678.0,1.8,1.38
Desert Eagle | Crimson Web (Field-Tested),8.3,117.0,7.65,1464035,2003,1933099.0,15999.0,3.61,8.12
XM1014 | Entombed (Field-Tested),2.8,-87.0,7.64,398085,5637,1477306.0,15401.0,3.42,2.72
Sous-Lieutenant Medic | Gendarmerie Nationale,7.1,493.0,7.6,137012,1243,216628.0,8251.0,3.79,6.64
Galil AR | Tuxedo (Minimal Wear),0.8,-83.0,7.6,898692,10116,438902.0,7803.0,0.6,0.77
M4A4 | Etch Lord (Battle-Scarred),0.8,-76.0,7.6,54119,5334,56561.0,4019.0,0.83,0.76
MAC-10 | Disco Tech (Minimal Wear),4.9,-89.0,7.55,152785,1503,858135.0,7112.0,5.24,4.75
StatTrak™ M249 | Downtown (Minimal Wear),1.9,-84.0,7.55,42574,1133,115398.0,1991.0,2.44,1.73
StatTrak™ XM1014 | Zombie Offensive (Minimal Wear),0.9,-86.0,7.54,61265,1350,62529.0,1294.0,1.02,0.95
CZ75-Auto | Tigris (Field-Tested),0.5,-60.0,7.54,1571972,1226,477114.0,668.0,0.36,0.54
Chef d'Escadron Rouchard | Gendarmerie Nationale,14.7,6.0,7.5,95792,1241,591408.0,17418.0,9.75,14.25
AK-47 | Phantom Disruptor (Minimal Wear),5.8,-89.0,7.48,419808,3823,3223073.0,21338.0,7.22,5.61
Glock-18 | Umbral Rabbit (Minimal Wear),0.7,-93.0,7.4,245406,9924,365154.0,7036.0,1.06,0.71
Name Tag,1.4,-20.0,7.4,2659042,42084,4246912.0,56019.0,1.58,1.39
StatTrak™ R8 Revolver | Banana Cannon (Field-Tested),0.5,-93.0,7.4,53478,1803,64517.0,941.0,0.84,0.52
M4A4 | Etch Lord (Minimal Wear),1.5,-80.0,7.39,64930,5702,124478.0,8221.0,1.54,1.45
AWP | Atheris (Well-Worn),2.5,-87.0,7.38,1220992,8058,2540155.0,19132.0,2.22,2.39
AK-47 | Ice Coaled (Battle-Scarred),4.0,-90.0,7.36,190289,5429,1120791.0,20784.0,5.36,3.83
AWP | Atheris (Factory New),13.3,-78.0,7.36,162209,1285,1747506.0,15046.0,11.05,11.81
Five-SeveN | Hybrid (Field-Tested),0.9,-76.0,7.31,115678,9784,139932.0,8781.0,0.97,0.9
StatTrak™ R8 Revolver | Crazy 8 (Minimal Wear),1.8,-90.0,7.31,39370,1055,107691.0,1882.0,2.46,1.77
SCAR-20 | Enforcer (Minimal Wear),0.7,-87.0,7.26,272913,1757,207550.0,1155.0,0.69,0.65
AWP | Fever Dream (Factory New),13.4,-80.0,7.26,352407,1188,3140050.0,14956.0,9.63,12.66
Galil AR | Chromatic Aberration (Well-Worn),1.5,-92.0,7.23,219191,3214,298940.0,4928.0,1.46,1.54
Five-SeveN | Hybrid (Minimal Wear),1.5,-74.0,7.23,60130,4753,116382.0,6705.0,1.51,1.41
AK-47 | Asiimov (Battle-Scarred),21.0,-62.0,7.22,128367,1343,2403345.0,26710.0,19.74,20.02
Glock-18 | Weasel (Minimal Wear),0.7,-93.0,7.19,693390,2846,573434.0,1884.0,0.78,0.67
Five-SeveN | Hybrid (Well-Worn),0.8,-72.0,7.17,59574,5031,60517.0,3806.0,0.81,0.75
Negev | Terrain (Factory New),0.8,59.0,7.16,1290848,1062,156995.0,734.0,0.26,0.69
Souvenir M4A1-S | Mud-Spec (Field-Tested),1.3,3.0,7.14,62321,2670,95076.0,3459.0,1.4,1.3
Sawed-Off | Analog Input (Factory New),2.3,-72.0,7.12,45449,3556,126189.0,8082.0,2.35,2.26
AWP | Mortis (Minimal Wear),3.1,-95.0,7.12,866267,4175,3019415.0,12771.0,3.88,3.06
AUG | Momentum (Field-Tested),1.6,-87.0,7.09,385432,2505,751934.0,3772.0,1.79,1.5
StatTrak™ M4A4 | Etch Lord (Well-Worn),1.8,-65.0,7.07,11186,1081,24362.0,1895.0,1.9,1.75
PP-Bizon | Osiris (Field-Tested),0.6,-42.0,7.04,955921,1022,287379.0,599.0,0.36,0.58
P250 | Supernova (Minimal Wear),0.8,-58.0,6.97,2343271,1790,875972.0,1498.0,0.52,0.84
P2000 | Wicked Sick (Minimal Wear),4.5,-87.0,6.96,79139,2167,831306.0,9628.0,6.89,4.43
StatTrak™ AWP | Worm God (Minimal Wear),4.4,-90.0,6.95,437524,1034,1961713.0,4365.0,4.29,4.25
Sticker | Stone Scales (Foil),3.7,-40.0,6.9,366161,1413,451088.0,5022.0,1.81,3.59
Feral Predators Capsule,0.9,-10.0,6.88,295314,1248,240307.0,970.0,0.81,0.8
MP7 | Just Smile (Well-Worn),0.8,-73.0,6.84,59048,4933,60539.0,3765.0,0.82,0.76
Five-SeveN | Silver Quartz (Factory New),0.5,-81.0,6.83,763623,9718,387769.0,5691.0,0.54,0.57
AWP | Duality (Minimal Wear),5.2,-92.0,6.82,114468,4566,1522243.0,22245.0,8.71,4.91
M4A1-S | Nightmare (Well-Worn),6.4,-61.0,6.79,354579,2480,1581833.0,15264.0,4.94,6.21
M4A1-S | Decimator (Minimal Wear),18.2,-66.0,6.78,490749,2077,3966451.0,35642.0,10.68,17.28
Tec-9 | Fuel Injector (Field-Tested),3.2,-69.0,6.78,535508,2239,949385.0,6683.0,2.0,3.01
StatTrak™ AK-47 | Phantom Disruptor (Field-Tested),9.0,-87.0,6.77,113249,1315,1422669.0,11822.0,12.44,9.07
SSG 08 | Necropos (Field-Tested),0.6,6.0,6.74,1003241,1516,182292.0,996.0,0.28,0.62
StatTrak™ MP5-SD | Kitbash (Minimal Wear),1.3,-91.0,6.72,82929,1141,140966.0,1436.0,1.7,1.24
Desert Eagle | Urban Rubble (Factory New),0.5,-98.0,6.7,1241975,13435,523216.0,8168.0,0.53,0.59
MP7 | Fade (Minimal Wear),4.0,-73.0,6.69,98779,2613,608852.0,9786.0,5.96,3.79
MAC-10 | Lapis Gator (Minimal Wear),0.6,52.0,6.65,460201,1095,73327.0,663.0,0.26,0.6
CZ75-Auto | Jungle Dashed (Battle-Scarred),0.8,2458.0,6.59,228385,1500,24657.0,1103.0,0.3,0.73
P250 | Supernova (Field-Tested),0.6,-53.0,6.58,1280357,1074,420250.0,647.0,0.39,0.6
AUG | Syd Mead (Field-Tested),1.6,-73.0,6.53,510002,1613,758201.0,2576.0,1.48,1.58
StatTrak™ M4A1-S | Leaded Glass (Field-Tested),10.1,-75.0,6.5,126029,1029,1017491.0,10021.0,8.47,9.77
Tec-9 | Bamboozle (Minimal Wear),0.7,-68.0,6.49,313526,2336,150956.0,1687.0,0.55,0.72
Galil AR | Chromatic Aberration (Minimal Wear),3.8,-93.0,6.48,163711,2055,607831.0,7675.0,3.76,3.77
FAMAS | Commemoration (Field-Tested),6.3,-75.0,6.48,97419,1112,880182.0,6408.0,8.24,5.78
StatTrak™ MP5-SD | Kitbash (Field-Tested),0.6,-93.0,6.46,205704,3661,161497.0,2107.0,0.78,0.57
AWP | POP AWP (Minimal Wear),5.7,78.0,6.44,272481,1114,580539.0,6133.0,3.65,5.52
StatTrak™ SCAR-20 | Poultrygeist (Factory New),0.6,-88.0,6.36,86506,2005,59820.0,1173.0,0.66,0.58
USP-S | Ticket to Hell (Factory New),1.5,-95.0,6.35,259614,6063,604797.0,8957.0,2.21,1.51
AK-47 | Point Disarray (Minimal Wear),16.3,-57.0,6.29,289566,1481,4202708.0,24198.0,15.68,16.4
Zeus x27 | Olympus (Factory New),16.9,-78.0,6.27,18943,1591,401429.0,25097.0,17.18,15.81
M4A4 | Magnesium (Factory New),2.1,-87.0,6.17,279590,1297,385254.0,2678.0,1.57,2.07
AWP | Fever Dream (Field-Tested),9.9,-70.0,6.16,892660,1831,4687049.0,16931.0,6.23,9.29
M4A4 | Magnesium (Minimal Wear),0.6,-91.0,6.12,2199476,10964,883214.0,6262.0,0.45,0.57
Sawed-Off | Analog Input (Field-Tested),0.9,-75.0,6.1,156255,12152,194534.0,11237.0,0.99,0.92
"Music Kit | Sullivan King, Lock Me Up",0.6,-56.0,6.09,238589,3861,155085.0,2279.0,0.59,0.6
MP9 | Goo (Minimal Wear),0.8,-67.0,6.05,531295,2662,253804.0,2092.0,0.55,0.79
AWP | PAW (Factory New),3.9,-85.0,6.04,424895,2911,1700144.0,10775.0,3.88,3.72
M4A1-S | Night Terror (Battle-Scarred),1.3,-95.0,6.04,381263,8780,1001576.0,11123.0,2.44,1.27
M249 | Downtown (Minimal Wear),0.8,-86.0,6.04,257221,6242,337106.0,5106.0,1.1,0.82
M4A1-S | Control Panel (Well-Worn),4.0,-94.0,6.02,55239,1388,343761.0,5047.0,5.96,3.66
M4A1-S | Basilisk (Minimal Wear),6.4,84.0,5.99,1734086,1386,2424163.0,8763.0,2.83,6.39
M4A4 | Griffin (Field-Tested),1.7,-49.0,5.99,1954833,2988,2269616.0,4982.0,1.74,1.67
M4A4 | Tooth Fairy (Factory New),8.1,-93.0,5.95,103736,1363,965036.0,10500.0,9.1,7.72
Espionage Sticker Capsule,0.7,-22.0,5.93,271463,4048,193517.0,2618.0,0.65,0.65
Sticker | Vitality (Holo) | Stockholm 2021,1.5,169.0,5.91,419873,1077,421020.0,1491.0,1.83,1.41
StatTrak™ M249 | Downtown (Field-Tested),0.8,-80.0,5.87,83856,2007,108109.0,1529.0,1.1,0.76
Sticker | Ancient Beast (Foil),1.0,-33.0,5.84,384111,1430,179772.0,1342.0,0.62,0.96
FAMAS | Teardown (Factory New),0.5,-88.0,5.84,521197,5950,273457.0,3521.0,0.58,0.58
StatTrak™ P90 | Neoqueen (Minimal Wear),1.4,-90.0,5.79,32014,1178,95974.0,1658.0,2.16,1.41
MAG-7 | BI83 Spectrum (Field-Tested),0.6,30.0,5.75,253004,1222,93910.0,689.0,0.51,0.57
M4A4 | Tooth Fairy (Field-Tested),2.7,-94.0,5.73,773328,11538,2893314.0,30959.0,3.5,2.69
"Music Kit | Scarlxrd, CHAIN$AW.LXADXUT.",1.9,-55.0,5.71,232029,1821,461262.0,3339.0,1.85,1.83
P2000 | Wicked Sick (Field-Tested),1.9,-91.0,5.71,165132,5843,717808.0,11571.0,2.99,1.96
Dreams & Nightmares Case,1.1,-86.0,5.7,84393451,2421808,73275540.0,2706148.0,0.97,1.13
MP7 | Bloodsport (Minimal Wear),1.9,-94.0,5.65,311497,3275,828857.0,6312.0,3.1,1.93
M4A4 | Spider Lily (Minimal Wear),6.3,18.0,5.64,232917,1388,606187.0,7968.0,4.18,5.77
Sawed-Off | Analog Input (Minimal Wear),1.4,-76.0,5.64,86236,6449,163561.0,9136.0,1.51,1.41
USP-S | Jawbreaker (Field-Tested),7.1,-81.0,5.6,77192,7843,673456.0,53247.0,7.37,6.83
Dragomir | Sabre,4.6,239.0,5.56,961720,5632,896067.0,26112.0,2.13,4.67
MP7 | Just Smile (Minimal Wear),1.5,-75.0,5.56,60545,4638,117170.0,6631.0,1.52,1.43
SG 553 | Phantom (Minimal Wear),0.6,-70.0,5.52,447479,1506,229964.0,976.0,0.53,0.65
AK-47 | Emerald Pinstripe (Well-Worn),2.2,-90.0,5.52,934834,5189,1610536.0,13615.0,2.32,2.46
P250 | Forest Night (Well-Worn),0.8,1516.0,5.51,144251,1017,16259.0,780.0,0.27,0.75
