item_name,latest_price,lifetime_price_%_change,30d_price_%_change,lifetime_volume,30d_volume_metric,lifetime_market_cap,30d_market_cap,lifetime_average_price,last_30d_average_price
Glock-18 | Candy Apple (Factory New),0.7,-96.0,15.17,2388084,22209,1666240.0,13723.0,0.82,0.62
Glock-18 | Candy Apple (Field-Tested),0.3,-97.0,16.45,874988,12388,378967.0,3460.0,0.49,0.28
Glock-18 | Candy Apple (Minimal Wear),0.3,-97.0,14.0,2958757,29073,1299419.0,10838.0,0.54,0.37
Glock-18 | Catacombs (Battle-Scarred),0.6,-25.0,0.73,129821,186,33178.0,100.0,0.41,0.54
Glock-18 | Catacombs (Factory New),0.8,-58.0,53.14,1479486,1822,272951.0,1040.0,0.32,0.57
Glock-18 | Catacombs (Field-Tested),0.4,-56.0,72.15,1901314,2574,185646.0,697.0,0.14,0.26
Glock-18 | Catacombs (Minimal Wear),0.5,-49.0,58.46,1362156,1567,173578.0,595.0,0.21,0.38
Glock-18 | Catacombs (Well-Worn),0.4,-57.0,7.28,214276,422,36785.0,150.0,0.24,0.35
Glock-18 | Clear Polymer (Battle-Scarred),0.1,-92.0,20.83,520037,3983,60948.0,517.0,0.12,0.13
Glock-18 | Clear Polymer (Factory New),1.0,-90.0,5.07,129898,1117,87384.0,1097.0,0.79,0.99
Glock-18 | Clear Polymer (Field-Tested),0.2,-93.0,16.45,1058743,8228,143287.0,1310.0,0.14,0.16
Glock-18 | Clear Polymer (Minimal Wear),0.3,-96.0,12.2,750304,6879,174303.0,1872.0,0.25,0.27
Glock-18 | Clear Polymer (Well-Worn),0.2,-96.0,46.6,788577,5835,95275.0,774.0,0.12,0.13
Glock-18 | Death Rattle (Battle-Scarred),0.2,-91.0,372.0,275008,1968,24375.0,125.0,0.1,0.06
Glock-18 | Death Rattle (Field-Tested),0.1,-96.0,33.93,5018252,35541,282093.0,2313.0,0.06,0.06
Glock-18 | Death Rattle (Minimal Wear),0.1,-97.0,12.99,2282007,14316,172320.0,1330.0,0.09,0.09
Glock-18 | Death Rattle (Well-Worn),0.1,-97.0,19.61,394814,2941,29883.0,191.0,0.08,0.06
Glock-18 | Dragon Tattoo (Factory New),85.7,2235.0,1.2,589478,198,2524488.0,17655.0,27.18,87.79
Glock-18 | Dragon Tattoo (Minimal Wear),79.4,2135.0,28.07,27086,14,137055.0,1228.0,16.91,85.15
Glock-18 | Fade (Factory New),1440.6,7075.0,3.97,27204,6,3404850.0,8699.0,354.32,1457.05
Glock-18 | Fade (Minimal Wear),1168.7,37955.0,0.0,1016,1,107706.0,1169.0,138.32,1168.67
Glock-18 | Franklin (Factory New),42.1,85.0,-5.75,16996,117,563074.0,4754.0,32.89,40.63
Glock-18 | Franklin (Field-Tested),32.0,43.0,-13.03,9056,35,218927.0,1267.0,25.83,36.19
Glock-18 | Franklin (Minimal Wear),35.8,58.0,-6.4,8688,32,247503.0,1204.0,28.56,37.46
Glock-18 | Franklin (Well-Worn),38.1,393.0,-0.17,588,7,14133.0,244.0,24.21,34.87
Glock-18 | Gamma Doppler (Battle-Scarred),45.6,316.0,-14.93,6743,38,95501.0,1704.0,20.42,44.61
Glock-18 | Gamma Doppler (Factory New),70.2,73.0,11.16,74670,594,2108628.0,39516.0,45.8,68.22
Glock-18 | Gamma Doppler (Field-Tested),48.3,283.0,2.37,72445,456,1083809.0,21412.0,28.02,47.21
Glock-18 | Gamma Doppler (Minimal Wear),54.1,142.0,-0.72,64725,451,1298173.0,24777.0,34.5,55.72
Glock-18 | Gamma Doppler (Well-Worn),45.8,351.0,3.44,7627,56,113893.0,2655.0,22.7,47.52
Glock-18 | Grinder (Factory New),2.0,9.0,11.54,1195145,744,751070.0,1472.0,1.15,2.02
Glock-18 | Grinder (Field-Tested),1.3,-5.0,-13.83,226666,303,142993.0,455.0,0.93,1.46
Glock-18 | Grinder (Minimal Wear),1.2,-12.0,3.83,1199707,1068,642771.0,1440.0,0.85,1.36
Glock-18 | Groundwater (Battle-Scarred),11.5,428.0,5.66,49195,10,17167.0,122.0,1.71,11.86
Glock-18 | Groundwater (Factory New),70.8,1249.0,28.28,4315,5,31574.0,313.0,11.83,62.59
Glock-18 | Groundwater (Field-Tested),12.4,625.0,2.68,259000,81,86032.0,962.0,2.34,11.78
Glock-18 | Groundwater (Minimal Wear),13.9,405.0,1.57,101729,57,72990.0,807.0,3.03,14.14
Glock-18 | Groundwater (Well-Worn),10.3,461.0,0.26,39941,5,14933.0,51.0,1.66,10.11
Glock-18 | High Beam (Factory New),0.1,-96.0,40.26,4477817,112569,855978.0,12160.0,0.19,0.11
Glock-18 | High Beam (Minimal Wear),0.1,-97.0,36.96,284943,6702,104456.0,720.0,0.36,0.11
Glock-18 | Ironwork (Battle-Scarred),0.1,-86.0,7.07,540760,1955,51899.0,266.0,0.1,0.14
Glock-18 | Ironwork (Factory New),1.3,-66.0,-11.01,142719,547,85658.0,797.0,0.72,1.45
Glock-18 | Ironwork (Field-Tested),0.2,-82.0,30.94,1117525,3808,107874.0,645.0,0.11,0.17
Glock-18 | Ironwork (Minimal Wear),0.2,-85.0,13.76,898814,3589,132498.0,742.0,0.16,0.21
Glock-18 | Ironwork (Well-Worn),0.2,-79.0,60.91,772671,2327,75485.0,335.0,0.11,0.15
Glock-18 | Moonrise (Battle-Scarred),0.4,-90.0,41.85,293641,1758,94186.0,583.0,0.35,0.33
Glock-18 | Moonrise (Factory New),1.7,-91.0,16.06,517256,3044,660760.0,4697.0,1.43,1.56
Glock-18 | Moonrise (Field-Tested),0.4,-94.0,24.46,2434233,14473,855900.0,5438.0,0.39,0.38
Glock-18 | Moonrise (Minimal Wear),0.8,-93.0,16.55,1216166,8215,816483.0,6136.0,0.74,0.76
Glock-18 | Moonrise (Well-Worn),0.5,-91.0,8.67,280275,2325,124899.0,1115.0,0.56,0.48
Glock-18 | Neo-Noir (Battle-Scarred),8.1,-44.0,39.19,109036,1254,582812.0,9551.0,5.93,7.55
Glock-18 | Neo-Noir (Factory New),54.0,-55.0,13.15,8626,88,382242.0,4321.0,45.45,48.96
Glock-18 | Neo-Noir (Field-Tested),9.6,-43.0,4.78,147539,1487,1272312.0,14189.0,9.03,9.71
Glock-18 | Neo-Noir (Minimal Wear),27.0,-35.0,29.47,51907,544,933867.0,11062.0,18.44,20.46
Glock-18 | Neo-Noir (Well-Worn),7.9,-66.0,3.78,98495,1028,631034.0,7942.0,6.81,7.77
Glock-18 | Night (Battle-Scarred),2.0,464.0,-15.2,155857,128,37819.0,278.0,0.52,2.16
Glock-18 | Night (Factory New),34.6,215.0,-25.4,13379,17,108756.0,718.0,11.44,42.36
Glock-18 | Night (Field-Tested),2.5,421.0,2.59,893539,351,181202.0,840.0,0.62,2.38
Glock-18 | Night (Minimal Wear),3.5,91.0,36.66,423951,299,213597.0,1122.0,1.07,3.78
Glock-18 | Night (Well-Worn),2.2,321.0,-7.34,184919,82,49745.0,178.0,0.53,2.15
Glock-18 | Nuclear Garden (Battle-Scarred),1.0,-78.0,1.16,112714,2468,253117.0,2319.0,2.11,0.94
Glock-18 | Nuclear Garden (Factory New),5.2,-86.0,15.36,57814,1389,548551.0,6356.0,9.07,4.64
Glock-18 | Nuclear Garden (Field-Tested),1.2,-92.0,12.41,252747,5794,751483.0,6593.0,2.79,1.15
Glock-18 | Nuclear Garden (Minimal Wear),2.5,-88.0,11.69,107346,2509,571471.0,5886.0,5.14,2.38
Glock-18 | Nuclear Garden (Well-Worn),1.8,-86.0,16.44,21749,492,78297.0,811.0,3.71,1.65
Glock-18 | Off World (Battle-Scarred),0.1,-96.0,24.71,920915,5676,96025.0,495.0,0.1,0.09
Glock-18 | Off World (Factory New),0.7,-89.0,12.67,186953,895,112929.0,570.0,0.62,0.64
Glock-18 | Off World (Field-Tested),0.1,-97.0,31.91,1841136,8430,181291.0,858.0,0.1,0.1
Glock-18 | Off World (Minimal Wear),0.2,-94.0,17.24,1392113,6603,207213.0,1049.0,0.15,0.16
Glock-18 | Off World (Well-Worn),0.1,-94.0,25.3,1336937,7363,122691.0,643.0,0.09,0.09
Glock-18 | Oxide Blaze (Battle-Scarred),0.1,-91.0,34.0,697002,4078,45106.0,237.0,0.06,0.06
Glock-18 | Oxide Blaze (Factory New),0.3,-89.0,7.02,242544,1196,72304.0,392.0,0.31,0.33
Glock-18 | Oxide Blaze (Field-Tested),0.1,-95.0,17.95,2927498,12419,193497.0,1079.0,0.07,0.08
Glock-18 | Oxide Blaze (Minimal Wear),0.1,-94.0,33.04,1304227,5144,131523.0,667.0,0.11,0.13
Glock-18 | Oxide Blaze (Well-Worn),0.1,-90.0,16.87,248349,1556,24397.0,142.0,0.1,0.09
Glock-18 | Pink DDPAT (Battle-Scarred),51.3,389.0,10.57,3752,6,62552.0,293.0,23.28,48.88
Glock-18 | Pink DDPAT (Factory New),69.3,4.0,11.74,1742,18,75064.0,1221.0,46.24,67.97
Glock-18 | Pink DDPAT (Field-Tested),55.4,340.0,-0.72,18103,25,352364.0,1363.0,30.81,54.52
Glock-18 | Pink DDPAT (Minimal Wear),64.1,260.0,8.75,8087,20,198562.0,1158.0,33.89,57.92
Glock-18 | Pink DDPAT (Well-Worn),45.9,320.0,0.0,2333,1,40323.0,46.0,22.73,45.92
Glock-18 | Ramese's Reach (Battle-Scarred),3.2,-27.0,-4.04,14843,369,86685.0,1254.0,4.91,3.42
Glock-18 | Ramese's Reach (Factory New),13.0,-68.0,-4.16,8416,413,183774.0,5134.0,16.77,12.63
Glock-18 | Ramese's Reach (Field-Tested),4.6,-42.0,-1.14,27349,875,229121.0,4329.0,6.35,4.95
Glock-18 | Ramese's Reach (Minimal Wear),8.3,-46.0,-9.6,18038,580,245899.0,5001.0,10.65,8.66
Glock-18 | Ramese's Reach (Well-Worn),3.2,-31.0,-7.3,16139,420,101317.0,1488.0,5.16,3.56
Glock-18 | Reactor (Battle-Scarred),4.3,-11.0,-13.97,111429,102,135258.0,469.0,1.84,4.6
Glock-18 | Reactor (Factory New),10.1,-56.0,-21.94,69731,139,347654.0,1370.0,6.43,9.93
Glock-18 | Reactor (Field-Tested),5.5,-58.0,-4.83,436216,246,607574.0,1362.0,2.31,5.55
Glock-18 | Reactor (Minimal Wear),6.5,-71.0,-2.73,242975,161,579771.0,1091.0,3.63,6.81
Glock-18 | Reactor (Well-Worn),5.0,-40.0,-10.23,202183,119,267449.0,578.0,2.01,4.85
Glock-18 | Red Tire (Battle-Scarred),3.2,286.0,-4.27,5279,11,4689.0,35.0,1.34,3.18
Glock-18 | Red Tire (Factory New),2.7,91.0,-30.16,37116,202,46392.0,722.0,2.1,3.56
Glock-18 | Red Tire (Field-Tested),3.2,400.0,-3.22,36842,120,30516.0,389.0,1.67,3.23
Glock-18 | Red Tire (Minimal Wear),3.5,322.0,8.39,41052,124,37604.0,406.0,1.71,3.27
Glock-18 | Red Tire (Well-Worn),2.5,293.0,-9.74,5302,6,5640.0,18.0,1.49,2.93
Glock-18 | Royal Legion (Battle-Scarred),1.9,82.0,-2.36,189464,386,120299.0,772.0,0.79,2.05
Glock-18 | Royal Legion (Factory New),6.5,31.0,17.97,52306,161,148617.0,958.0,3.45,5.95
Glock-18 | Royal Legion (Field-Tested),2.1,37.0,0.29,759867,824,402970.0,1698.0,0.96,2.06
Glock-18 | Royal Legion (Minimal Wear),2.7,17.0,-5.32,359443,562,348579.0,1593.0,1.42,2.84
Glock-18 | Royal Legion (Well-Worn),1.9,54.0,-8.43,337298,379,186542.0,765.0,0.82,1.98
Glock-18 | Sacrifice (Battle-Scarred),0.1,-91.0,-1.09,483210,2198,52250.0,220.0,0.1,0.1
Glock-18 | Sacrifice (Factory New),1.0,-79.0,18.53,90962,490,106496.0,508.0,1.08,1.04
Glock-18 | Sacrifice (Field-Tested),0.2,-86.0,53.91,1042035,4738,147278.0,843.0,0.13,0.16
Glock-18 | Sacrifice (Minimal Wear),0.2,-88.0,28.05,693523,4204,188165.0,817.0,0.22,0.19
Glock-18 | Sacrifice (Well-Worn),0.1,-82.0,71.95,806373,3815,89260.0,418.0,0.1,0.11
Glock-18 | Sand Dune (Battle-Scarred),5.1,-3.0,33.66,31994,18,15289.0,139.0,1.45,7.72
Glock-18 | Sand Dune (Factory New),144.3,2677.0,0.19,3104,4,39291.0,517.0,17.76,129.3
Glock-18 | Sand Dune (Field-Tested),5.7,35.0,-22.55,152566,88,61310.0,447.0,1.44,5.09
Glock-18 | Sand Dune (Minimal Wear),21.8,355.0,-1.15,66819,40,69097.0,857.0,4.1,21.45
Glock-18 | Sand Dune (Well-Worn),6.7,79.0,66.53,24370,20,11136.0,94.0,1.3,4.71
Glock-18 | Snack Attack (Battle-Scarred),2.5,11.0,0.78,107339,811,206536.0,1895.0,2.13,2.33
Glock-18 | Snack Attack (Factory New),18.7,31.0,10.72,10282,98,118235.0,1581.0,13.61,16.15
Glock-18 | Snack Attack (Field-Tested),3.1,-7.0,-4.74,171492,1088,403696.0,3438.0,2.77,3.17
Glock-18 | Snack Attack (Minimal Wear),5.9,4.0,-4.77,57678,432,241513.0,2710.0,5.11,6.28
Glock-18 | Snack Attack (Well-Worn),2.4,-2.0,-5.28,147909,1055,292227.0,2553.0,2.22,2.44
Glock-18 | Steel Disruption (Factory New),3.3,27.0,6.95,554733,355,384872.0,1049.0,1.65,2.97
Glock-18 | Steel Disruption (Field-Tested),3.1,32.0,-3.91,60798,60,49324.0,187.0,1.4,3.07
Glock-18 | Steel Disruption (Minimal Wear),2.8,21.0,28.84,303761,349,207148.0,930.0,1.3,2.67
Glock-18 | Synth Leaf (Battle-Scarred),176.0,6900.0,-16.73,1224,2,20573.0,387.0,33.63,193.66
Glock-18 | Synth Leaf (Factory New),324.1,4323.0,-0.79,4536,6,261844.0,1985.0,103.36,330.86
Glock-18 | Synth Leaf (Field-Tested),270.4,8227.0,0.0,5941,1,117536.0,270.0,57.65,270.37
Glock-18 | Synth Leaf (Minimal Wear),294.3,6141.0,9.22,4283,2,121919.0,564.0,64.05,281.84
Glock-18 | Synth Leaf (Well-Worn),170.7,13193.0,0.0,394,1,6877.0,171.0,21.63,170.68
Glock-18 | Twilight Galaxy (Factory New),195.8,374.0,-17.28,31754,22,671298.0,4254.0,46.27,193.37
Glock-18 | Twilight Galaxy (Field-Tested),129.9,1198.0,-6.23,5398,7,92794.0,917.0,23.01,131.03
Glock-18 | Twilight Galaxy (Minimal Wear),138.0,672.0,-11.93,24807,23,410746.0,3463.0,32.32,150.58
Glock-18 | Umbral Rabbit (Battle-Scarred),0.4,-93.0,54.59,129621,4560,65527.0,1299.0,0.39,0.29
Glock-18 | Umbral Rabbit (Factory New),1.7,-90.0,27.78,83623,3253,213687.0,4873.0,1.98,1.51
Glock-18 | Umbral Rabbit (Field-Tested),0.3,-95.0,21.4,555413,20665,400994.0,6573.0,0.49,0.32
Glock-18 | Umbral Rabbit (Minimal Wear),0.7,-93.0,7.4,245406,9924,365154.0,7036.0,1.06,0.71
Glock-18 | Umbral Rabbit (Well-Worn),0.5,-90.0,78.87,69839,2471,43072.0,905.0,0.53,0.38
Glock-18 | Vogue (Battle-Scarred),2.3,-86.0,22.45,226568,3284,637902.0,6975.0,2.82,2.1
Glock-18 | Vogue (Factory New),8.7,-89.0,16.43,108812,1582,995960.0,12516.0,9.13,7.91
Glock-18 | Vogue (Field-Tested),2.8,-91.0,8.74,778990,12751,2769849.0,34703.0,3.43,2.74
Glock-18 | Vogue (Minimal Wear),4.9,-88.0,11.1,302240,4561,1742518.0,21227.0,5.57,4.67
Glock-18 | Vogue (Well-Worn),2.9,-83.0,19.79,88608,1419,302147.0,3797.0,3.48,2.67
Glock-18 | Warhawk (Battle-Scarred),0.2,-81.0,26.9,370772,1471,42897.0,278.0,0.13,0.18
Glock-18 | Warhawk (Factory New),0.8,-87.0,13.16,111561,565,74961.0,460.0,0.68,0.82
Glock-18 | Warhawk (Field-Tested),0.2,-83.0,38.33,871504,2879,109528.0,640.0,0.15,0.21
Glock-18 | Warhawk (Minimal Wear),0.3,-87.0,32.22,685756,1989,142980.0,561.0,0.22,0.28
Glock-18 | Warhawk (Well-Worn),0.2,-81.0,49.3,595759,2030,71952.0,413.0,0.14,0.2
Glock-18 | Wasteland Rebel (Battle-Scarred),3.1,-88.0,10.04,43667,292,186040.0,833.0,4.48,2.85
Glock-18 | Wasteland Rebel (Factory New),5.1,-91.0,8.11,118546,810,934187.0,3927.0,7.68,4.89
Glock-18 | Wasteland Rebel (Field-Tested),3.0,-90.0,11.61,381484,2997,1744469.0,8361.0,4.69,2.8
Glock-18 | Wasteland Rebel (Minimal Wear),3.5,-92.0,16.76,234740,1966,1319419.0,6416.0,5.65,3.27
Glock-18 | Wasteland Rebel (Well-Worn),4.3,-88.0,-9.61,33811,228,181821.0,940.0,5.68,4.11
Glock-18 | Water Elemental (Battle-Scarred),3.1,-61.0,15.2,330833,1208,838009.0,3512.0,2.72,2.9
Glock-18 | Water Elemental (Factory New),11.7,-52.0,10.83,394743,840,2684843.0,9093.0,8.09,10.9
Glock-18 | Water Elemental (Field-Tested),3.6,-65.0,2.47,2297589,4573,6603736.0,16323.0,3.28,3.58
Glock-18 | Water Elemental (Minimal Wear),6.3,-61.0,4.96,1452435,2694,5866218.0,16212.0,4.84,6.09
Glock-18 | Water Elemental (Well-Worn),5.4,-44.0,0.0,115162,298,427075.0,1541.0,4.23,5.11
Glock-18 | Weasel (Battle-Scarred),0.3,-93.0,47.09,430044,1555,160461.0,473.0,0.35,0.3
Glock-18 | Weasel (Factory New),2.0,-85.0,4.44,108435,520,248370.0,1041.0,2.22,2.0
Glock-18 | Weasel (Field-Tested),0.4,-93.0,26.33,1704360,5523,702558.0,1849.0,0.39,0.34
Glock-18 | Weasel (Minimal Wear),0.7,-93.0,7.19,693390,2846,573434.0,1884.0,0.78,0.67
Glock-18 | Weasel (Well-Worn),0.3,-93.0,27.07,815809,2989,303128.0,922.0,0.36,0.31
Glock-18 | Winterized (Battle-Scarred),0.0,-96.0,28.21,471675,14026,31036.0,709.0,0.06,0.05
Glock-18 | Winterized (Factory New),0.3,-97.0,58.76,119031,3231,49848.0,880.0,0.38,0.27
Glock-18 | Winterized (Field-Tested),0.1,-95.0,8.51,822670,21185,70869.0,1183.0,0.08,0.05
Glock-18 | Winterized (Minimal Wear),0.1,-98.0,12.79,540183,12266,84686.0,1189.0,0.13,0.1
Glock-18 | Winterized (Well-Worn),0.1,-94.0,22.73,653302,20996,44603.0,1067.0,0.06,0.05
Glock-18 | Wraiths (Battle-Scarred),0.2,-74.0,8.22,435352,954,40443.0,147.0,0.11,0.15
Glock-18 | Wraiths (Factory New),1.0,-54.0,-3.75,274186,578,116366.0,600.0,0.55,1.05
Glock-18 | Wraiths (Field-Tested),0.2,-75.0,-3.37,1661503,2298,147856.0,435.0,0.11,0.19
Glock-18 | Wraiths (Minimal Wear),0.4,-64.0,1.01,1019837,1429,152598.0,561.0,0.22,0.39
Glock-18 | Wraiths (Well-Worn),0.3,-72.0,-25.5,140307,310,29536.0,132.0,0.25,0.42
Glove Case,5.8,-7.0,2.22,79645574,95826,39239403.0,552372.0,2.29,5.74
Glove Case Key,14.9,661.0,26.83,1641030,88,3583941.0,1216.0,6.63,13.66
Ground Rebel  | Elite Crew,6.0,312.0,-1.65,892375,4889,596521.0,28967.0,2.42,5.96
Guardian 2 Pin,3.0,-89.0,-6.22,65838,497,257950.0,1500.0,3.82,3.04
Guardian 3 Pin,2.4,-33.0,9.65,223790,1774,567816.0,3663.0,2.42,2.08
Guardian Elite Pin,31.1,-69.0,10.23,20553,94,596546.0,2990.0,27.71,31.92
Guardian Pin,4.6,-83.0,20.74,108967,448,542451.0,1691.0,4.16,3.81
Half-Life: Alyx Collectible Pins Capsule,8.4,-5.0,-0.41,13293,49,107841.0,402.0,8.1,8.2
Half-Life: Alyx Patch Pack,1.4,-5.0,0.56,62179,348,88031.0,508.0,1.43,1.46
Half-Life: Alyx Sticker Capsule,0.9,4.0,7.75,342132,601,276846.0,503.0,0.82,0.84
Halo Capsule,0.8,-2.0,-9.04,399583,1554,324789.0,1279.0,0.82,0.83
Headcrab Glyph Pin,3.9,22.0,-5.46,24394,213,101572.0,814.0,4.1,3.83
Health Pin,21.4,318.0,2.95,13768,154,262670.0,3420.0,20.37,22.27
Horizon Case,0.9,-88.0,-6.78,53925861,149258,10200515.0,132209.0,0.42,0.88
Horizon Case Key,9.4,366.0,-4.86,936806,102,1993407.0,920.0,5.64,9.29
Howl Pin,49.2,-37.0,-1.41,22646,321,1167203.0,15589.0,50.65,48.73
Huntsman Case Key,9.4,327.0,-10.69,1251662,38,2634066.0,375.0,4.32,9.98
Huntsman Weapon Case,8.5,25.0,-8.79,28043448,8001,11675051.0,72130.0,3.41,8.94
Hydra Pin,5.2,-32.0,16.51,78975,714,372364.0,3069.0,4.64,4.35
Inferno 2 Pin,2.9,-35.0,-0.45,91439,847,290754.0,2378.0,3.09,2.83
Inferno Pin,6.3,-66.0,11.75,39247,136,177594.0,760.0,4.94,5.59
Initiators Music Kit Box,4.0,-27.0,-0.27,28964,57,120078.0,234.0,3.94,4.1
Italy Pin,3.7,-66.0,7.82,66206,243,159415.0,818.0,2.75,3.36
John 'Van Healen' Kask | SWAT,6.5,233.0,-10.36,213932,1627,388821.0,10801.0,3.71,6.68
Jungle Rebel | Elite Crew,14.3,1410.0,21.32,196341,1455,414713.0,19204.0,7.27,13.34
Katowice 2019 Cache Souvenir Package,15.6,390.0,-34.66,9961,5,46168.0,90.0,8.75,18.07
Katowice 2019 Dust II Souvenir Package,15.0,428.0,0.94,13329,9,34190.0,147.0,6.41,16.3
Katowice 2019 Inferno Souvenir Package,8.0,110.0,-6.1,53281,27,208118.0,210.0,8.1,7.72
Katowice 2019 Legends (Holo-Foil),7.4,68.0,-1.52,67797,119,242490.0,841.0,5.75,7.04
Katowice 2019 Legends Autograph Capsule,4.2,394.0,-2.23,2310277,828,1117732.0,3480.0,3.05,4.25
Katowice 2019 Minor Challengers (Holo-Foil),5.6,24.0,7.13,146654,235,547137.0,1283.0,6.64,5.54
Katowice 2019 Minor Challengers Autograph Capsule,6.5,653.0,-3.88,980919,432,634704.0,2590.0,3.38,6.13
Katowice 2019 Mirage Souvenir Package,16.6,488.0,26.14,8424,7,25827.0,118.0,6.77,16.82
Katowice 2019 Nuke Souvenir Package,9.1,136.0,14.41,76562,31,295220.0,310.0,6.83,10.06
Katowice 2019 Overpass Souvenir Package,11.4,195.0,3.21,71081,49,288985.0,552.0,8.35,11.1
Katowice 2019 Returning Challengers (Holo-Foil),8.2,86.0,-11.5,40976,137,213511.0,1070.0,7.69,7.89
Katowice 2019 Returning Challengers Autograph Capsule,4.4,407.0,1.04,562281,362,367054.0,1467.0,3.15,4.18
Katowice 2019 Train Souvenir Package,9.7,269.0,39.23,9940,5,23756.0,47.0,4.73,9.35
Katowice 2019 Viewer Pass,42.3,407.0,3.41,14956,15,194830.0,613.0,27.57,41.11
Kilowatt Case,0.5,-95.0,-19.85,23013717,2049844,31005733.0,1291071.0,0.81,0.63
Krakow 2017 Cache Souvenir Package,33.1,938.0,-17.45,12891,3,42722.0,113.0,8.49,36.58
Krakow 2017 Challengers (Holo-Foil),20.1,337.0,4.87,74493,47,217848.0,897.0,8.79,18.66
Krakow 2017 Challengers Autograph Capsule,25.4,2888.0,-3.46,1330682,164,1475450.0,3977.0,15.22,23.99
Krakow 2017 Cobblestone Souvenir Package,1287.6,5698.0,0.0,34804,1,1229212.0,1288.0,191.36,1287.62
Krakow 2017 Inferno Souvenir Package,12.3,461.0,-7.25,46858,13,81956.0,174.0,5.05,13.32
Krakow 2017 Legends (Holo-Foil),14.5,233.0,15.67,115695,56,354531.0,736.0,8.49,13.18
Krakow 2017 Legends Autograph Capsule,28.1,3225.0,4.4,1468895,177,1299827.0,4687.0,15.47,26.54
Krakow 2017 Mirage Souvenir Package,14.8,484.0,-30.73,28100,9,69103.0,190.0,7.07,21.11
Krakow 2017 Nuke Souvenir Package,48.2,636.0,39.24,14409,5,84191.0,229.0,13.58,45.0
Krakow 2017 Overpass Souvenir Package,44.4,768.0,-8.91,36938,5,201599.0,231.0,14.92,45.47
Krakow 2017 Train Souvenir Package,9.1,515.0,-34.97,42491,6,64032.0,79.0,4.72,13.11
Lambda Pin,4.9,14.0,4.26,25614,242,128577.0,1172.0,4.84,4.88
Lieutenant 'Tree Hugger' Farlow | SWAT,9.6,440.0,1.85,111237,1074,306042.0,9716.0,5.72,9.1
Lieutenant Rex Krikey | SEAL Frogman,14.4,521.0,-28.85,233840,2314,731535.0,35908.0,8.5,15.48
Little Kev | The Professionals,22.1,244.0,-4.73,185246,1397,886287.0,33166.0,12.16,23.85
London 2018 Cache Souvenir Package,17.1,824.0,1.09,22273,27,60219.0,447.0,7.06,16.28
London 2018 Dust II Souvenir Package,10.2,439.0,16.24,43757,24,80771.0,222.0,5.28,9.39
London 2018 Inferno Souvenir Package,9.5,-13.0,-4.13,135970,48,656145.0,399.0,7.16,8.25
London 2018 Legends (Holo-Foil),13.9,223.0,14.34,36162,50,100410.0,645.0,6.72,12.84
London 2018 Legends Autograph Capsule,8.9,977.0,-5.68,1037483,141,464731.0,1176.0,4.46,8.15
London 2018 Minor Challengers (Holo-Foil),11.4,160.0,-4.73,35398,42,88943.0,456.0,5.35,10.8
London 2018 Minor Challengers Autograph Capsule,7.8,845.0,-12.15,633313,72,251613.0,547.0,3.38,7.78
London 2018 Mirage Souvenir Package,10.5,362.0,6.0,71091,19,128727.0,240.0,5.31,12.7
London 2018 Nuke Souvenir Package,13.0,-1.0,8.4,43700,16,397561.0,206.0,8.48,12.89
London 2018 Overpass Souvenir Package,19.0,356.0,8.51,48437,20,209959.0,366.0,9.04,18.36
London 2018 Returning Challengers (Holo-Foil),11.6,164.0,-8.84,25701,30,77490.0,330.0,6.29,11.11
London 2018 Returning Challengers Autograph Capsule,8.7,949.0,-19.41,333979,72,171511.0,643.0,3.85,8.51
London 2018 Train Souvenir Package,8.0,436.0,0.42,43292,38,65148.0,292.0,4.32,7.6
Lt. Commander Ricksaw | NSWC SEAL,17.2,222.0,-37.04,727360,4964,3109247.0,108220.0,9.76,21.02
M249 | Aztec (Battle-Scarred),0.4,-23.0,-14.43,63437,204,22375.0,102.0,0.38,0.48
M249 | Aztec (Factory New),1.5,-29.0,4.19,41302,149,42772.0,246.0,1.13,1.63
M249 | Aztec (Field-Tested),0.5,-27.0,-12.28,301883,1141,115358.0,644.0,0.44,0.56
M249 | Aztec (Minimal Wear),0.9,1.0,-4.22,122787,399,75541.0,366.0,0.69,0.9
M249 | Aztec (Well-Worn),0.4,-30.0,-11.39,19088,51,7876.0,26.0,0.47,0.5
M249 | Blizzard Marbleized (Battle-Scarred),4.9,224.0,-6.66,12997,3,8264.0,15.0,1.7,5.04
M249 | Blizzard Marbleized (Factory New),85.4,5448.0,-14.89,1414,2,13611.0,186.0,14.58,92.92
M249 | Blizzard Marbleized (Field-Tested),6.8,610.0,3.19,59640,17,20117.0,113.0,1.53,6.64
M249 | Blizzard Marbleized (Minimal Wear),15.8,1109.0,27.79,21937,12,18524.0,169.0,3.62,14.05
M249 | Blizzard Marbleized (Well-Worn),9.1,537.0,29.59,9750,4,8395.0,33.0,1.77,8.26
M249 | Contrast Spray (Battle-Scarred),1.0,3233.0,21.36,193307,150,20541.0,146.0,0.23,1.0
M249 | Contrast Spray (Factory New),5.4,712.0,-3.46,15053,5,9791.0,27.0,1.01,5.41
M249 | Contrast Spray (Field-Tested),0.4,1150.0,26.58,685702,391,29029.0,263.0,0.14,0.83
M249 | Contrast Spray (Minimal Wear),2.2,3924.0,141.86,239505,122,14440.0,125.0,0.22,0.97
