date,price_pounds,volume
2019-09-30,2.09,2530
2019-10-01,2.05,2432
2019-10-02,2.043,2298
2019-10-03,2.024,2270
2019-10-04,2.035,2308
2019-10-05,2.049,2826
2019-10-06,2.047,2065
2019-10-07,2.044,2669
2019-10-08,2.04,1754
2019-10-09,2.0,2402
2019-10-10,2.033,2240
2019-10-11,2.043,3097
2019-10-12,2.033,2869
2019-10-13,2.037,2884
2019-10-14,2.039,2250
2019-10-15,2.039,1844
2019-10-16,2.072,2550
2019-10-17,2.117,1887
2019-10-18,2.127,1440
2019-10-19,2.128,1427
2019-10-20,2.103,1448
2019-10-21,2.079,1491
2019-10-22,2.137,1760
2019-10-23,2.129,1092
2019-10-24,2.155,1375
2019-10-25,2.16,1209
2019-10-26,2.154,1017
2019-10-27,2.159,954
2019-10-28,2.154,1048
2019-10-29,2.456,3572
2019-10-30,2.554,1445
2019-10-31,2.659,506
2019-11-01,2.919,981
2019-11-02,2.881,661
2019-11-03,2.813,362
2019-11-04,2.793,316
2019-11-05,2.807,412
2019-11-06,2.801,217
2019-11-07,2.899,472
2019-11-08,2.845,311
2019-11-09,3.002,440
2019-11-10,3.001,256
2019-11-11,2.974,354
2019-11-12,2.854,332
2019-11-13,2.888,285
2019-11-14,2.887,585
2019-11-15,2.898,581
2019-11-16,2.977,556
2019-11-17,2.969,414
2019-11-18,3.068,556
2019-11-19,2.613,1718
2019-11-20,2.544,443
2019-11-21,2.733,530
2019-11-22,2.738,239
2019-11-23,2.839,277
2019-11-24,2.74,406
2019-11-25,2.579,330
2019-11-26,2.595,506
2019-11-27,2.628,217
2019-11-28,2.678,430
2019-11-29,2.674,352
2019-11-30,2.698,674
2019-12-01,2.7,484
2019-12-02,2.64,315
2019-12-03,2.569,283
2019-12-04,2.599,441
2019-12-05,2.582,389
2019-12-06,2.676,500
2019-12-07,2.592,394
2019-12-08,2.595,446
2019-12-09,2.651,266
2019-12-10,2.799,248
2019-12-11,2.802,389
2019-12-12,2.775,259
2019-12-13,2.828,387
2019-12-14,2.832,282
2019-12-15,2.81,246
2019-12-16,2.82,317
2019-12-17,2.802,251
2019-12-18,2.808,212
2019-12-19,2.661,293
2019-12-20,2.791,228
2019-12-21,2.906,264
2019-12-22,2.89,387
2019-12-23,2.906,503
2019-12-24,2.906,366
2019-12-25,2.929,314
2019-12-26,3.031,431
2019-12-27,3.05,236
2019-12-28,3.1,212
2019-12-29,3.101,339
2019-12-30,3.183,253
2019-12-31,3.148,229
2020-01-01,3.116,206
2020-01-02,3.156,352
2020-01-03,3.176,162
2020-01-04,3.195,164
2020-01-05,3.249,203
2020-01-06,3.273,175
2020-01-07,3.256,184
2020-01-08,3.273,161
2020-01-09,3.281,150
2020-01-10,3.325,198
2020-01-11,3.062,348
2020-01-12,3.303,276
2020-01-13,3.546,279
2020-01-14,3.484,271
2020-01-15,3.428,130
2020-01-16,3.312,230
2020-01-17,3.474,288
2020-01-18,3.45,165
2020-01-19,3.572,317
2020-01-20,3.879,208
2020-01-21,3.772,239
2020-01-22,3.691,186
2020-01-23,3.683,193
2020-01-24,3.518,293
2020-01-25,3.626,241
2020-01-26,3.686,144
2020-01-27,3.668,131
2020-01-28,3.546,170
2020-01-29,3.534,159
2020-01-30,3.622,200
2020-01-31,3.635,143
2020-02-01,3.692,158
2020-02-02,3.77,181
2020-02-03,3.747,287
2020-02-04,3.895,191
2020-02-05,4.048,192
2020-02-06,4.021,135
2020-02-07,3.925,330
2020-02-08,3.853,150
2020-02-09,3.811,148
2020-02-10,3.925,78
2020-02-11,3.865,152
2020-02-12,3.897,191
2020-02-13,3.967,358
2020-02-14,4.035,266
2020-02-15,3.978,130
2020-02-16,4.029,301
2020-02-17,4.011,193
2020-02-18,3.923,112
2020-02-19,3.971,185
2020-02-20,3.974,139
2020-02-21,3.958,136
2020-02-22,3.981,192
2020-02-23,3.937,119
2020-02-24,3.917,185
2020-02-25,3.965,247
2020-02-26,4.004,100
2020-02-27,4.057,117
2020-02-28,4.071,117
2020-02-29,4.059,112
2020-03-01,4.074,117
2020-03-02,4.074,100
2020-03-03,4.076,101
2020-03-04,4.133,102
2020-03-05,4.146,115
2020-03-06,4.178,164
2020-03-07,4.177,110
2020-03-08,4.125,111
2020-03-09,4.351,147
2020-03-10,4.398,120
2020-03-11,4.33,128
2020-03-12,4.221,72
2020-03-13,4.464,154
2020-03-14,4.442,99
2020-03-15,4.337,117
2020-03-16,4.498,306
2020-03-17,4.626,112
2020-03-18,4.71,89
2020-03-19,4.571,65
2020-03-20,4.662,117
2020-03-21,4.421,56
2020-03-22,4.448,57
2020-03-23,4.473,61
2020-03-24,4.374,97
2020-03-25,4.499,68
2020-03-26,4.513,71
2020-03-27,4.476,79
2020-03-28,4.39,44
2020-03-29,4.555,77
2020-03-30,4.538,123
2020-03-31,4.525,43
2020-04-01,4.661,81
2020-04-02,4.948,78
2020-04-03,5.115,85
2020-04-04,5.025,63
2020-04-05,5.2,100
2020-04-06,5.115,45
2020-04-07,5.465,88
2020-04-08,5.446,33
2020-04-09,5.361,73
2020-04-10,5.514,75
2020-04-11,5.997,103
2020-04-12,6.014,48
2020-04-13,5.613,62
2020-04-14,5.416,37
2020-04-15,5.162,112
2020-04-16,4.889,91
2020-04-17,5.12,59
2020-04-18,5.407,92
2020-04-19,5.28,82
2020-04-20,5.121,46
2020-04-21,5.069,50
2020-04-22,5.282,84
2020-04-23,5.399,126
2020-04-24,5.245,45
2020-04-25,5.437,71
2020-04-26,5.424,45
2020-04-27,5.5,58
2020-04-28,5.617,66
2020-04-29,5.687,27
2020-04-30,6.058,106
2020-05-01,5.889,58
2020-05-02,6.222,22
2020-05-03,5.957,52
2020-05-04,6.041,30
2020-05-05,5.876,75
2020-05-06,6.127,59
2020-05-07,5.998,49
2020-05-08,6.157,54
2020-05-09,6.289,42
2020-05-10,6.215,60
2020-05-11,6.391,49
2020-05-12,6.422,71
2020-05-13,6.669,69
2020-05-14,6.793,41
2020-05-15,6.895,37
2020-05-16,6.883,34
2020-05-17,6.894,42
2020-05-18,6.703,30
2020-05-19,6.673,35
2020-05-20,6.81,49
2020-05-21,6.423,33
2020-05-22,6.615,50
2020-05-23,6.673,43
2020-05-24,6.531,17
2020-05-25,6.302,43
2020-05-26,5.989,62
2020-05-27,6.271,40
2020-05-28,6.2,56
2020-05-29,6.303,28
2020-05-30,6.149,49
2020-05-31,6.124,39
2020-06-01,6.249,38
2020-06-02,6.319,32
2020-06-03,6.275,18
2020-06-04,6.306,34
2020-06-05,6.25,96
2020-06-06,6.318,44
2020-06-07,6.645,44
2020-06-08,6.571,34
2020-06-09,6.726,28
2020-06-10,6.647,41
2020-06-11,6.717,91
2020-06-12,6.838,21
2020-06-13,6.577,53
2020-06-14,6.898,59
2020-06-15,7.143,30
2020-06-16,6.962,25
2020-06-17,6.682,87
2020-06-18,6.694,33
2020-06-19,6.29,33
2020-06-20,6.737,60
2020-06-21,6.823,44
2020-06-22,7.077,42
2020-06-23,7.07,32
2020-06-24,7.101,43
2020-06-25,6.882,46
2020-06-26,6.544,21
2020-06-27,6.844,88
2020-06-28,6.935,17
2020-06-29,6.789,36
2020-06-30,6.793,18
2020-07-01,7.217,82
2020-07-02,7.356,38
2020-07-03,7.426,19
2020-07-04,7.107,32
2020-07-05,7.182,41
2020-07-06,7.163,37
2020-07-07,6.847,43
2020-07-08,7.271,17
2020-07-09,7.314,49
2020-07-10,7.519,63
2020-07-11,7.343,51
2020-07-12,7.349,34
2020-07-13,7.795,31
2020-07-14,7.663,22
2020-07-15,7.527,9
2020-07-16,7.66,53
2020-07-17,7.692,10
2020-07-18,7.841,17
2020-07-19,7.83,29
2020-07-20,7.633,46
2020-07-21,7.629,27
2020-07-22,7.321,14
2020-07-23,7.803,33
2020-07-24,7.863,9
2020-07-25,8.311,12
2020-07-26,8.264,7
2020-07-27,8.025,19
2020-07-28,8.267,17
2020-07-29,8.197,20
2020-07-30,8.048,25
2020-07-31,8.348,79
2020-08-01,8.409,28
2020-08-02,8.334,72
2020-08-03,8.139,19
2020-08-04,8.398,10
2020-08-05,8.32,27
2020-08-06,8.382,24
2020-08-07,8.315,29
2020-08-08,8.307,28
2020-08-09,8.162,19
2020-08-10,8.267,13
2020-08-11,8.245,15
2020-08-12,8.313,54
2020-08-13,8.397,13
2020-08-14,8.343,20
2020-08-15,8.468,18
2020-08-16,8.465,15
2020-08-17,8.488,12
2020-08-18,8.368,16
2020-08-19,8.548,12
2020-08-20,8.586,17
2020-08-21,8.608,22
2020-08-22,8.689,21
2020-08-23,8.742,10
2020-08-24,8.604,22
2020-08-25,8.556,9
2020-08-26,8.571,6
2020-08-27,8.546,19
2020-08-28,8.37,33
2020-08-29,8.092,23
2020-08-30,8.036,14
2020-08-31,8.382,25
2020-09-01,8.58,14
2020-09-02,8.372,13
2020-09-03,8.182,15
2020-09-04,8.204,16
2020-09-05,8.534,29
2020-09-06,8.496,14
2020-09-07,8.235,5
2020-09-08,8.455,7
2020-09-09,8.403,21
2020-09-10,8.241,14
2020-09-11,8.069,10
2020-09-12,8.342,18
2020-09-13,8.535,5
2020-09-14,7.693,24
2020-09-15,8.344,12
2020-09-16,8.288,9
2020-09-17,8.521,26
2020-09-18,8.463,5
2020-09-19,8.539,52
2020-09-20,8.282,19
2020-09-21,7.4,24
2020-09-22,8.25,12
2020-09-23,8.59,53
2020-09-24,8.315,8
2020-09-25,8.341,38
2020-09-26,7.852,51
2020-09-27,7.57,10
2020-09-28,7.411,9
2020-09-29,8.066,12
2020-09-30,7.545,18
2020-10-01,8.335,14
2020-10-02,7.631,12
2020-10-03,8.235,20
2020-10-04,8.395,23
2020-10-05,8.263,30
2020-10-06,7.572,10
2020-10-07,8.227,8
2020-10-08,8.395,10
2020-10-09,8.356,11
2020-10-10,8.248,15
2020-10-11,7.713,9
2020-10-12,8.227,8
2020-10-13,8.182,9
2020-10-14,7.919,7
2020-10-15,8.004,20
2020-10-16,7.957,29
2020-10-17,8.224,25
2020-10-18,8.148,20
2020-10-19,8.252,36
2020-10-20,8.377,55
2020-10-21,8.285,10
2020-10-22,8.349,19
2020-10-23,8.448,14
2020-10-24,8.356,11
2020-10-25,7.92,7
2020-10-26,8.469,11
2020-10-27,8.504,26
2020-10-28,7.833,34
2020-10-29,8.436,14
2020-10-30,8.247,22
2020-10-31,8.35,28
2020-11-01,8.164,45
2020-11-02,8.031,4
2020-11-03,7.847,17
2020-11-04,7.698,10
2020-11-05,8.364,24
2020-11-06,8.391,14
2020-11-07,8.612,37
2020-11-08,8.388,35
2020-11-09,7.944,11
2020-11-10,8.549,23
2020-11-11,8.428,42
2020-11-12,8.624,7
2020-11-13,8.29,12
2020-11-14,7.992,29
2020-11-15,8.404,13
2020-11-16,8.486,11
2020-11-17,8.504,14
2020-11-18,8.516,14
2020-11-19,8.282,8
2020-11-20,8.486,19
2020-11-21,8.523,15
2020-11-22,8.689,37
2020-11-23,8.649,21
2020-11-24,8.699,11
2020-11-25,8.625,28
2020-11-26,8.253,11
2020-11-27,8.203,13
2020-11-28,8.554,9
2020-11-29,8.346,26
2020-11-30,8.496,13
2020-12-01,8.052,15
2020-12-02,8.119,12
2020-12-03,8.132,40
2020-12-04,6.975,26
2020-12-05,7.588,21
2020-12-06,7.114,13
2020-12-07,7.527,13
2020-12-08,7.093,25
2020-12-09,7.29,21
2020-12-10,6.88,35
2020-12-11,7.015,79
2020-12-12,7.108,26
2020-12-13,7.215,11
2020-12-14,7.114,27
2020-12-15,6.691,17
2020-12-16,6.861,19
2020-12-17,7.392,57
2020-12-18,7.225,35
2020-12-19,7.071,37
2020-12-20,7.323,38
2020-12-21,7.239,39
2020-12-22,6.866,44
2020-12-23,5.916,30
2020-12-24,5.887,77
2020-12-25,6.461,203
2020-12-26,6.508,34
2020-12-27,6.502,18
2020-12-28,6.475,16
2020-12-29,6.421,20
2020-12-30,6.464,58
2020-12-31,6.893,40
2021-01-01,6.553,64
2021-01-02,6.255,168
2021-01-03,6.381,110
2021-01-04,6.795,25
2021-01-05,6.328,20
2021-01-06,6.482,32
2021-01-07,6.137,27
2021-01-08,6.1,46
2021-01-09,6.3,28
2021-01-10,6.592,60
2021-01-11,6.465,31
2021-01-12,6.323,99
2021-01-13,6.292,34
2021-01-14,6.247,47
2021-01-15,6.069,34
2021-01-16,6.166,44
2021-01-17,6.361,79
2021-01-18,6.398,65
2021-01-19,6.304,46
2021-01-20,6.262,39
2021-01-21,6.254,13
2021-01-22,6.16,51
2021-01-23,6.227,41
2021-01-24,6.069,83
2021-01-25,5.988,66
2021-01-26,6.166,24
2021-01-27,6.143,33
2021-01-28,5.976,92
2021-01-29,5.839,52
2021-01-30,6.005,76
2021-01-31,5.962,109
2021-02-01,5.768,30
2021-02-02,5.582,33
2021-02-03,5.547,46
2021-02-04,5.328,65
2021-02-05,5.177,36
2021-02-06,5.212,72
2021-02-07,5.396,51
2021-02-08,5.383,87
2021-02-09,5.634,82
2021-02-10,5.905,153
2021-02-11,5.752,98
2021-02-12,5.769,112
2021-02-13,5.299,79
2021-02-14,4.801,88
2021-02-15,5.272,129
2021-02-16,5.583,91
2021-02-17,5.787,153
2021-02-18,5.996,55
2021-02-19,5.719,48
2021-02-20,5.94,83
2021-02-21,5.995,50
2021-02-22,5.936,155
2021-02-23,5.967,84
2021-02-24,6.041,133
2021-02-25,6.322,236
2021-02-26,6.254,65
2021-02-27,6.387,77
2021-02-28,6.497,172
2021-03-01,6.519,102
2021-03-02,6.655,62
2021-03-03,6.906,98
2021-03-04,6.948,75
2021-03-05,6.975,197
2021-03-06,7.458,44
2021-03-07,7.427,34
2021-03-08,7.241,78
2021-03-09,7.228,115
2021-03-10,7.287,213
2021-03-11,7.057,72
2021-03-12,7.177,71
2021-03-13,7.137,25
2021-03-14,7.023,13
2021-03-15,7.081,28
2021-03-16,6.957,51
2021-03-17,6.054,148
2021-03-18,6.927,26
2021-03-19,6.758,43
2021-03-20,6.995,74
2021-03-21,7.6,105
2021-03-22,8.277,160
2021-03-23,8.518,48
2021-03-24,8.822,36
2021-03-25,8.507,15
2021-03-26,8.895,38
2021-03-27,8.942,15
2021-03-28,8.904,27
2021-03-29,8.691,21
2021-03-30,8.66,26
2021-03-31,8.506,16
2021-04-01,8.74,72
2021-04-02,8.717,33
2021-04-03,8.788,21
2021-04-04,8.693,21
2021-04-05,8.599,26
2021-04-06,8.534,27
2021-04-07,8.563,20
2021-04-08,8.616,54
2021-04-09,8.711,34
2021-04-10,8.669,129
2021-04-11,8.746,22
2021-04-12,8.174,29
2021-04-13,7.886,15
2021-04-14,8.15,9
2021-04-15,8.324,41
2021-04-16,8.264,17
2021-04-17,8.151,24
2021-04-18,8.396,39
2021-04-19,8.305,15
2021-04-20,8.252,18
2021-04-21,8.285,28
2021-04-22,8.263,29
2021-04-23,8.484,26
2021-04-24,8.412,14
2021-04-25,8.325,23
2021-04-26,8.368,13
2021-04-27,8.377,18
2021-04-28,8.364,14
2021-04-29,8.203,12
2021-04-30,8.206,13
2021-05-01,8.239,41
2021-05-02,8.388,17
2021-05-03,8.028,28
2021-05-04,7.788,17
2021-05-05,7.753,7
2021-05-06,7.869,10
2021-05-07,8.015,31
2021-05-08,8.384,46
2021-05-09,8.352,5
2021-05-10,7.772,21
2021-05-11,8.343,58
2021-05-12,7.776,32
2021-05-13,7.458,29
2021-05-14,7.851,32
2021-05-15,7.871,15
2021-05-16,7.813,10
2021-05-17,7.885,11
2021-05-18,7.727,6
2021-05-19,7.994,19
2021-05-20,7.889,19
2021-05-21,8.07,20
2021-05-22,8.004,28
2021-05-23,8.221,14
2021-05-24,7.822,26
2021-05-25,7.565,6
2021-05-26,7.841,9
2021-05-27,7.836,6
2021-05-28,8.106,13
2021-05-29,8.107,13
2021-05-30,8.136,37
2021-05-31,8.212,20
2021-06-01,8.014,19
2021-06-02,7.993,17
2021-06-03,8.057,23
2021-06-04,8.303,5
2021-06-05,8.138,13
2021-06-06,8.207,14
2021-06-07,8.293,15
2021-06-08,8.239,22
2021-06-09,8.128,32
2021-06-10,8.087,9
2021-06-11,8.314,19
2021-06-12,8.085,28
2021-06-13,8.249,16
2021-06-14,8.179,20
2021-06-15,8.215,12
2021-06-16,8.051,25
2021-06-17,8.105,10
2021-06-18,7.825,11
2021-06-19,7.924,12
2021-06-20,7.926,30
2021-06-21,7.996,47
2021-06-22,8.037,10
2021-06-23,8.112,8
2021-06-24,7.694,18
2021-06-25,7.466,8
2021-06-26,7.641,34
2021-06-27,7.958,15
2021-06-28,7.585,17
2021-06-29,7.745,12
2021-06-30,7.835,13
2021-07-01,7.643,26
2021-07-02,7.573,12
2021-07-03,7.546,18
2021-07-04,6.637,59
2021-07-05,6.746,9
2021-07-06,6.776,12
2021-07-07,6.801,17
2021-07-08,7.132,14
2021-07-09,7.117,24
2021-07-10,7.053,16
2021-07-11,7.407,22
2021-07-12,7.464,10
2021-07-13,7.442,17
2021-07-14,7.452,28
2021-07-15,7.456,15
2021-07-16,7.335,11
2021-07-17,7.418,15
2021-07-18,7.245,13
2021-07-19,7.221,15
2021-07-20,7.032,18
2021-07-21,6.953,26
2021-07-22,6.735,13
2021-07-23,7.269,61
2021-07-24,7.496,23
2021-07-25,7.667,14
2021-07-26,7.642,9
2021-07-27,6.921,4
2021-07-28,7.521,9
2021-07-29,7.523,13
2021-07-30,7.191,23
2021-07-31,6.983,9
2021-08-01,7.083,25
2021-08-02,7.564,18
2021-08-03,7.534,9
2021-08-04,7.62,6
2021-08-05,7.594,15
2021-08-06,7.684,43
2021-08-07,7.604,47
2021-08-08,7.678,24
2021-08-09,7.753,12
2021-08-10,7.503,29
2021-08-11,7.363,12
2021-08-12,7.52,18
2021-08-13,7.722,19
2021-08-14,7.718,10
2021-08-15,7.716,16
2021-08-16,7.648,19
2021-08-17,7.773,28
2021-08-18,7.791,23
2021-08-19,7.848,19
2021-08-20,7.84,31
2021-08-21,7.775,16
2021-08-22,7.585,29
2021-08-23,7.491,14
2021-08-24,7.449,21
2021-08-25,7.709,15
2021-08-26,6.629,40
2021-08-27,7.205,40
2021-08-28,7.246,21
2021-08-29,7.373,11
2021-08-30,7.584,22
2021-08-31,7.404,18
2021-09-01,7.403,33
2021-09-02,7.704,26
2021-09-03,7.723,19
2021-09-04,7.602,30
2021-09-05,7.743,33
2021-09-06,7.646,57
2021-09-07,7.656,17
2021-09-08,7.395,18
2021-09-09,7.712,14
2021-09-10,7.646,13
2021-09-11,7.646,14
2021-09-12,7.792,13
2021-09-13,7.537,32
2021-09-14,7.596,13
2021-09-15,7.45,9
2021-09-16,7.41,10
2021-09-17,7.297,17
2021-09-18,7.066,12
2021-09-19,6.787,31
2021-09-20,7.043,46
2021-09-21,6.885,22
2021-09-22,6.038,40
2021-09-23,5.721,10
2021-09-24,6.069,24
2021-09-25,6.961,52
2021-09-26,7.104,15
2021-09-27,6.142,17
2021-09-28,6.563,13
2021-09-29,6.447,22
2021-09-30,6.33,28
2021-10-01,6.243,21
2021-10-02,5.959,23
2021-10-03,6.046,32
2021-10-04,6.229,17
2021-10-05,6.405,12
2021-10-06,6.389,18
2021-10-07,6.551,28
2021-10-08,6.617,13
2021-10-09,6.548,15
2021-10-10,6.59,9
2021-10-11,6.841,12
2021-10-12,6.662,15
2021-10-13,6.867,25
2021-10-14,6.746,18
2021-10-15,6.839,11
2021-10-16,7.212,20
2021-10-17,7.137,40
2021-10-18,7.132,17
2021-10-19,7.153,19
2021-10-20,6.832,8
2021-10-21,6.298,9
2021-10-22,6.076,54
2021-10-23,6.509,17
2021-10-24,6.692,13
2021-10-25,6.626,8
2021-10-26,6.431,10
2021-10-27,6.258,9
2021-10-28,6.457,13
2021-10-29,6.531,25
2021-10-30,6.719,18
2021-10-31,6.473,30
2021-11-01,6.45,16
2021-11-02,6.541,23
2021-11-03,6.764,19
2021-11-04,6.712,19
2021-11-05,6.201,13
2021-11-06,6.777,27
2021-11-07,6.068,13
2021-11-08,6.15,24
2021-11-09,5.969,11
2021-11-10,6.189,22
2021-11-11,6.044,13
2021-11-12,6.144,12
2021-11-13,5.865,37
2021-11-14,5.992,13
2021-11-15,6.108,27
2021-11-16,6.174,50
2021-11-17,6.125,13
2021-11-18,6.164,14
2021-11-19,6.186,13
2021-11-20,6.19,11
2021-11-21,5.851,22
2021-11-22,6.052,11
2021-11-23,6.104,12
2021-11-24,6.096,9
2021-11-25,5.903,30
2021-11-26,5.948,12
2021-11-27,5.967,41
2021-11-28,6.071,37
2021-11-29,6.11,12
2021-11-30,5.789,15
2021-12-01,6.121,21
2021-12-02,6.111,13
2021-12-03,6.067,25
2021-12-04,6.256,44
2021-12-05,6.253,11
2021-12-06,6.33,12
2021-12-07,6.339,14
2021-12-08,6.348,24
2021-12-09,6.405,10
2021-12-10,6.232,41
2021-12-11,6.562,19
2021-12-12,6.509,12
2021-12-13,6.574,8
2021-12-14,6.458,22
2021-12-15,5.998,23
2021-12-16,5.736,22
2021-12-17,5.72,11
2021-12-18,5.707,37
2021-12-19,6.024,25
2021-12-20,6.173,12
2021-12-21,6.134,24
2021-12-22,6.009,51
2021-12-23,5.947,41
2021-12-24,5.872,26
2021-12-25,6.037,34
2021-12-26,6.202,75
2021-12-27,6.854,42
2021-12-28,6.962,17
2021-12-29,7.065,38
2021-12-30,6.748,13
2021-12-31,6.979,18
2022-01-01,7.364,36
2022-01-02,7.539,41
2022-01-03,7.519,14
2022-01-04,7.479,20
2022-01-05,7.171,9
2022-01-06,7.411,17
2022-01-07,7.332,14
2022-01-08,7.58,7
2022-01-09,7.702,12
2022-01-10,7.702,10
2022-01-11,8.042,17
2022-01-12,7.894,15
2022-01-13,8.083,3
2022-01-14,7.934,12
2022-01-15,7.947,11
2022-01-16,7.924,15
2022-01-17,7.937,35
2022-01-18,8.057,18
2022-01-19,7.891,27
2022-01-20,7.959,18
2022-01-21,7.801,7
2022-01-22,7.661,14
2022-01-23,7.929,13
2022-01-24,7.359,3
2022-01-25,7.681,8
2022-01-26,7.802,25
2022-01-27,7.664,11
2022-01-28,7.634,25
2022-01-29,7.521,15
2022-01-30,7.284,8
2022-01-31,7.317,3
2022-02-01,7.216,14
2022-02-02,7.455,16
2022-02-03,7.614,22
2022-02-04,7.147,21
2022-02-05,7.53,52
2022-02-06,7.803,49
2022-02-07,7.912,29
2022-02-08,7.59,3
2022-02-09,7.751,14
2022-02-10,8.024,7
2022-02-11,7.919,11
2022-02-12,7.699,11
2022-02-13,7.74,14
2022-02-14,7.872,12
2022-02-15,7.858,23
2022-02-16,7.883,13
2022-02-17,7.622,12
2022-02-18,7.741,4
2022-02-19,7.631,12
2022-02-20,7.664,23
2022-02-21,7.763,8
2022-02-22,7.305,19
2022-02-23,7.64,11
2022-02-24,7.428,15
2022-02-25,7.609,27
2022-02-26,7.543,12
2022-02-27,7.51,17
2022-02-28,7.628,29
2022-03-01,7.641,17
2022-03-02,7.415,15
2022-03-03,7.479,16
2022-03-04,7.301,11
2022-03-05,7.287,10
2022-03-06,7.261,24
2022-03-07,7.017,20
2022-03-08,7.092,16
2022-03-09,7.084,14
2022-03-10,7.224,20
2022-03-11,7.598,16
2022-03-12,7.629,22
2022-03-13,7.79,8
2022-03-14,7.95,46
2022-03-15,7.992,15
2022-03-16,8.012,14
2022-03-17,7.987,14
2022-03-18,8.195,63
2022-03-19,8.397,18
2022-03-20,8.013,17
2022-03-21,8.406,15
2022-03-22,8.351,12
2022-03-23,8.456,14
2022-03-24,8.25,11
2022-03-25,7.716,10
2022-03-26,8.299,16
2022-03-27,8.398,8
2022-03-28,8.092,12
2022-03-29,7.932,12
2022-03-30,8.058,14
2022-03-31,8.277,4
2022-04-01,8.137,26
2022-04-02,7.848,26
2022-04-03,8.365,65
2022-04-04,8.366,30
2022-04-05,8.424,27
2022-04-06,8.165,6
2022-04-07,8.146,16
2022-04-08,8.351,4
2022-04-09,8.282,19
2022-04-10,8.344,9
2022-04-11,8.098,13
2022-04-12,8.343,8
2022-04-13,8.319,19
2022-04-14,8.342,10
2022-04-15,8.478,12
2022-04-16,8.541,10
2022-04-17,8.431,23
2022-04-18,9.527,80
2022-04-19,11.386,44
2022-04-20,9.005,9
2022-04-21,8.437,12
2022-04-22,9.56,25
2022-04-23,9.726,15
2022-04-24,9.171,15
2022-04-25,8.537,18
2022-04-26,9.107,10
2022-04-27,9.237,14
2022-04-28,9.706,31
2022-04-29,9.789,12
2022-04-30,10.207,17
2022-05-01,9.842,10
2022-05-02,9.727,6
2022-05-03,9.562,7
2022-05-04,9.888,15
2022-05-05,9.772,8
2022-05-06,9.692,21
2022-05-07,9.615,10
2022-05-08,9.904,10
2022-05-09,9.458,16
2022-05-10,9.757,16
2022-05-11,9.8,3
2022-05-12,9.718,14
2022-05-13,9.706,10
2022-05-14,9.48,20
2022-05-15,8.669,4
2022-05-16,9.438,17
2022-05-17,9.65,9
2022-05-18,9.721,20
2022-05-19,11.698,112
2022-05-20,11.263,7
2022-05-21,10.351,16
2022-05-22,9.843,26
2022-05-23,10.424,11
2022-05-24,10.244,31
2022-05-25,10.202,15
2022-05-26,10.024,7
2022-05-27,9.299,25
2022-05-28,9.095,25
2022-05-29,9.493,24
2022-05-30,10.439,22
2022-05-31,10.237,11
2022-06-01,10.27,17
2022-06-02,10.302,18
2022-06-03,10.263,11
2022-06-04,9.204,9
2022-06-05,9.463,24
2022-06-06,8.585,40
2022-06-07,8.679,22
2022-06-08,9.345,7
2022-06-09,8.682,20
2022-06-10,9.214,12
2022-06-11,8.313,14
2022-06-12,8.272,19
2022-06-13,8.245,22
2022-06-14,8.334,17
2022-06-15,8.484,10
2022-06-16,8.669,27
2022-06-17,8.427,33
2022-06-18,8.545,26
2022-06-19,8.587,27
2022-06-20,8.714,31
2022-06-21,8.312,11
2022-06-22,8.386,31
2022-06-23,8.338,16
2022-06-24,8.334,18
2022-06-25,8.238,21
2022-06-26,8.428,41
2022-06-27,8.484,35
2022-06-28,8.367,14
2022-06-29,8.501,15
2022-06-30,8.372,31
2022-07-01,8.776,23
2022-07-02,8.71,27
2022-07-03,8.548,19
2022-07-04,8.51,24
2022-07-05,8.613,20
2022-07-06,8.485,32
2022-07-07,8.962,29
2022-07-08,8.906,13
2022-07-09,9.009,32
2022-07-10,9.196,8
2022-07-11,8.746,13
2022-07-12,8.84,46
2022-07-13,9.045,14
2022-07-14,9.255,23
2022-07-15,8.938,20
2022-07-16,9.418,8
2022-07-17,9.759,4
2022-07-18,9.698,8
2022-07-19,9.251,9
2022-07-20,9.526,16
2022-07-21,9.17,18
2022-07-22,9.151,23
2022-07-23,9.181,16
2022-07-24,9.147,28
2022-07-25,9.187,4
2022-07-26,9.093,15
2022-07-27,9.181,10
2022-07-28,9.206,20
2022-07-29,9.264,26
2022-07-30,9.462,16
2022-07-31,9.226,24
2022-08-01,8.757,6
2022-08-02,8.847,9
2022-08-03,9.171,12
2022-08-04,9.462,20
2022-08-05,9.55,14
2022-08-06,9.58,9
2022-08-07,9.602,14
2022-08-08,9.477,21
2022-08-09,8.733,8
2022-08-10,8.911,10
2022-08-11,9.983,28
2022-08-12,9.615,11
2022-08-13,9.859,8
2022-08-14,10.079,8
2022-08-15,9.35,2
2022-08-16,9.383,14
2022-08-17,8.871,5
2022-08-18,9.587,13
2022-08-19,9.947,11
2022-08-20,9.376,6
2022-08-21,10.266,27
2022-08-22,11.145,5
2022-08-23,11.031,8
2022-08-24,10.837,7
2022-08-25,11.675,4
2022-08-26,10.885,4
2022-08-27,10.587,8
2022-08-28,10.861,3
2022-08-29,10.785,6
2022-08-30,10.497,5
2022-08-31,10.655,8
2022-09-01,11.519,8
2022-09-02,11.661,8
2022-09-03,11.252,4
2022-09-04,10.943,7
2022-09-05,10.705,5
2022-09-06,11.042,7
